Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	vol. depol 1064	error	partdepol height	part. depol 355	error	part. depol 1064	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)
6.105826	0.233628	0.035044	0.121969	0.018295	0.031348	0.004702	5.835690	29.460848	35.565510	41.433667	24.978553	126.157157	291.594978	342.511165	-4.467908	-57.223901	1.606732	0.842565	1.960069	0.599863	6.105826	0.010242	0.001024	6.105826	0.043935	0.004393	6.105826	266.458496	50211.675781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.105826	0.366871	5.866739	NaN	NaN	-58.519610	-0.005660	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.135712	0.245560	0.036834	0.134645	0.020197	0.030808	0.004621	-7.902171	30.061158	45.516674	41.421156	-32.180209	-122.513930	338.049290	311.783228	NaN	NaN	1.485441	0.778961	2.127788	0.651192	6.135712	0.010015	0.001001	6.135712	0.038907	0.003891	6.135712	266.268829	50018.828125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.135712	0.397131	5.896625	NaN	NaN	-58.802899	-0.005641	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.165597	0.277309	0.041596	0.120982	0.018147	0.030238	0.004536	-6.752921	30.332137	4.513189	48.060233	-24.351575	-109.441099	37.304665	397.290850	NaN	NaN	2.050532	1.075293	2.000347	0.612190	6.165597	0.010194	0.001019	6.165597	0.043620	0.004362	6.165597	266.020477	49827.867187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.165597	0.407519	5.926511	NaN	NaN	-59.096955	-0.005621	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.195483	0.236707	0.035506	0.134932	0.020240	0.031909	0.004786	-13.944351	30.404919	14.438651	47.482268	-58.909878	-128.753451	107.007044	352.264210	NaN	NaN	1.389409	0.728602	2.080201	0.636629	6.195483	0.010188	0.001019	6.195483	0.039921	0.003992	6.195483	265.766144	49637.109375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.195483	0.387866	5.956396	NaN	NaN	-59.401887	-0.005601	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.225369	0.219843	0.032976	0.114180	0.017127	0.032000	0.004800	-32.101607	27.698117	-0.872576	47.665684	-146.020654	-127.880213	-7.642084	-417.461061	8.912194	1203.636191	1.619511	0.849267	1.835172	0.561639	6.225369	0.012830	0.001283	6.225369	0.068263	0.006826	6.225369	265.511810	49446.347656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.225369	0.385084	5.986282	NaN	NaN	-59.685880	-0.005582	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.255255	0.203856	0.030578	0.101476	0.015221	0.032842	0.004926	-102.237221	29.871019	-27.132890	46.449031	-501.517854	-164.712868	-267.382236	-459.487747	3.279270	14.078181	1.724462	0.904303	1.627517	0.498088	6.255255	0.014161	0.001416	6.255255	0.088721	0.008872	6.255255	265.257446	49255.585937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.255255	0.364430	6.016168	NaN	NaN	-59.980737	-0.005562	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.285141	0.167483	0.025122	0.085643	0.012846	0.033228	0.004984	-93.174185	29.921696	-27.445930	46.437174	-556.319749	-197.183057	-320.468092	-544.343029	3.021447	12.862985	1.657972	0.869435	1.365938	0.418034	6.285141	0.014686	0.001469	6.285141	0.109775	0.010977	6.285141	265.010559	49066.203125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.285141	0.292465	6.046054	NaN	NaN	-60.286710	-0.005542	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.315027	0.173104	0.025966	0.101725	0.015259	0.032594	0.004889	-77.297247	32.018439	-19.635317	46.818630	-446.535949	-196.720352	-193.023181	-461.156057	3.387494	20.266076	1.314178	0.689151	1.642017	0.502526	6.315027	0.014069	0.001407	6.315027	0.087095	0.008710	6.315027	264.796722	48882.917969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.315027	0.272566	6.075940	NaN	NaN	-60.514605	-0.005542	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.344912	0.162868	0.024430	0.105630	0.015844	0.033472	0.005021	-50.730033	34.333875	5.351543	49.748736	-311.479344	-215.923405	50.663110	471.033084	NaN	NaN	1.070385	0.561307	1.658012	0.507421	6.344912	0.014443	0.001444	6.344912	0.087569	0.008757	6.344912	264.582916	48699.632812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.344912	0.278684	6.105826	NaN	NaN	-60.737205	-0.005549	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.374798	0.056272	0.008441	0.088357	0.013254	0.031329	0.004699	-41.535459	33.716601	-29.610861	51.038370	-738.113143	-609.310318	-335.128033	-579.822237	0.836551	3.939959	-1.115326	-0.584874	1.495851	0.457793	6.374798	0.014292	0.001429	6.374798	0.101058	0.010106	6.374798	264.369080	48516.347656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.374798	0.249864	6.135712	NaN	NaN	-60.903790	-0.005553	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.404684	-0.004411	0.000662	0.076548	0.011482	0.031605	0.004741	-20.930297	32.017483	-26.173265	51.580312	4744.556652	7292.650134	-341.918717	-675.776870	-0.552600	-3.407943	NaN	NaN	1.276218	0.390576	6.404684	0.014236	0.001424	6.404684	0.114678	0.011468	6.404684	264.155243	48333.058594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.404684	0.231152	6.165597	NaN	NaN	-61.028822	-0.005546	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.434570	0.026419	0.003963	0.059760	0.008964	0.029058	0.004359	-65.069556	29.431370	-33.644483	52.555106	-2463.019488	-1173.703044	-562.992160	-883.479653	1.630571	6.555074	-2.017844	-1.058151	1.040271	0.318366	6.434570	0.014810	0.001481	6.434570	0.156398	0.015640	6.434570	263.941406	48149.773437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.434570	0.236864	6.195483	NaN	NaN	-61.074808	-0.005544	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.464456	0.047470	0.007120	0.049909	0.007486	0.026540	0.003981	-23.969124	35.444585	-23.225531	52.023510	-504.935165	-750.509584	-465.353715	-1044.693260	0.077904	0.516896	-0.123893	-0.064969	0.911125	0.278842	6.464456	0.015216	0.001522	6.464456	0.197700	0.019770	6.464456	263.727570	47966.488281	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.464456	0.218698	6.225369	NaN	NaN	-60.991039	-0.005503	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.494342	0.135431	0.020315	0.042682	0.006402	0.025661	0.003849	4.880479	38.397297	14.343858	50.184916	36.036678	283.571045	336.063174	1176.865727	-2.665043	-56.725881	2.854413	1.496845	0.734038	0.224646	6.494342	0.015062	0.001506	6.494342	0.230146	0.023015	6.494342	263.513733	47783.199219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.494342	0.233465	6.255255	NaN	NaN	-60.861889	-0.005465	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.524227	0.018637	0.002796	0.073377	0.011007	0.024949	0.003742	-8.184714	40.869454	26.318373	51.107460	-439.165630	-2193.913667	358.673424	698.580170	NaN	NaN	-3.387828	-1.776566	1.556319	0.476299	6.524227	0.014426	0.001443	6.524227	0.120619	0.012062	6.524227	263.299896	47599.914062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.524227	0.242806	6.285141	NaN	NaN	-60.739574	-0.005445	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.554113	-0.008103	0.001216	0.093255	0.013988	0.024997	0.003750	-4.856888	40.700461	31.959593	52.487159	599.364755	5023.448859	342.712163	565.178086	NaN	NaN	NaN	NaN	1.899414	0.581300	6.554113	0.014125	0.001412	6.554113	0.092655	0.009266	6.554113	263.086060	47416.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.554113	0.222530	6.315027	NaN	NaN	-60.644348	-0.005431	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.583999	0.000903	0.000135	0.090353	0.013553	0.026696	0.004004	14.850810	40.004619	42.331024	53.218233	16452.025189	44386.575819	468.508520	593.182901	-2.589368	-19.028209	-11.386459	-5.971024	1.758964	0.538317	6.583999	0.013681	0.001368	6.583999	0.090244	0.009024	6.583999	262.872223	47233.339844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.583999	0.165923	6.344912	NaN	NaN	-60.591565	-0.005420	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.613885	-0.010443	0.001566	0.090606	0.013591	0.025632	0.003845	26.640093	38.959892	46.345546	52.844056	-2551.039138	-3750.348301	511.505087	588.252780	-1.368783	-6.274747	NaN	NaN	1.821674	0.557509	6.613885	0.013786	0.001379	6.613885	0.090890	0.009089	6.613885	262.658386	47050.054687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.613885	0.191293	6.374798	NaN	NaN	-60.562080	-0.005405	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.643771	-0.002554	0.000383	0.083955	0.012593	0.026680	0.004002	-3.652648	36.886728	64.534979	51.433751	1430.406562	14446.733668	768.689564	623.394214	NaN	NaN	NaN	NaN	1.653844	0.506145	6.643771	0.013638	0.001364	6.643771	0.095477	0.009548	6.643771	262.444550	46866.769531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.643771	0.162642	6.404684	NaN	NaN	-60.542010	-0.005388	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.673657	0.017968	0.002695	0.093684	0.014053	0.025351	0.003803	25.376437	35.297939	44.073714	51.224599	1412.281028	1975.834124	470.449108	551.313591	-1.364666	-6.114901	-4.082104	-2.140643	1.885765	0.577123	6.673657	0.013165	0.001316	6.673657	0.081223	0.008122	6.673657	262.230743	46683.484375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.673657	0.181301	6.434570	NaN	NaN	-60.597377	-0.005385	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.703543	-0.077480	0.011622	0.065517	0.009827	0.024632	0.003695	49.669326	34.800788	47.199181	51.086313	-641.056781	-459.333935	720.415449	787.198318	0.126101	0.401921	NaN	NaN	1.411311	0.431920	6.703543	0.012864	0.001286	6.703543	0.108523	0.010852	6.703543	262.016907	46500.195312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.703543	0.104915	6.464456	NaN	NaN	-60.613971	-0.005378	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.733428	-0.105499	0.015825	0.048073	0.007211	0.022596	0.003389	-20.458995	35.956503	75.231741	51.319136	193.926015	342.062359	1564.942852	1093.026119	NaN	NaN	NaN	NaN	1.089141	0.333323	6.733428	0.012708	0.001271	6.733428	0.144053	0.014405	6.733428	261.803070	46316.910156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.733428	0.085329	6.494342	NaN	NaN	-60.610458	-0.005361	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.763314	-0.022105	0.003316	0.013664	0.002050	0.019208	0.002881	39.574906	43.150631	70.947163	52.233022	-1790.346469	-1970.496004	5192.432393	3901.331770	-1.443024	-4.693133	NaN	NaN	-0.491389	-0.150386	6.763314	0.015164	0.001516	6.763314	1.188432	0.118843	6.763314	261.589233	46133.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.763314	0.014141	6.524227	NaN	NaN	-60.547296	-0.005340	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.793200	0.063763	0.009565	-0.016998	0.002550	0.018076	0.002711	33.291357	42.719988	75.804530	51.703425	522.106876	674.537484	-4459.606173	-3114.418620	-2.034136	-7.307445	NaN	NaN	NaN	NaN	6.793200	0.016681	0.001668	6.793200	-0.320236	-0.032024	6.793200	261.375397	45950.339844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.793200	0.036059	6.554113	NaN	NaN	-60.441050	-0.005329	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.823086	0.091299	0.013695	-0.003743	0.000561	0.016644	0.002497	35.455560	42.854266	66.425977	51.185755	388.344295	472.983018	-17745.431018	-13930.734955	-1.551961	-5.499282	NaN	NaN	NaN	NaN	6.823086	0.016219	0.001622	6.823086	-0.677654	-0.067765	6.823086	261.161560	45767.054687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.823086	0.043857	6.583999	NaN	NaN	-60.406747	-0.005323	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.852972	0.094346	0.014152	-0.010894	0.001634	0.015064	0.002260	25.298605	43.215784	68.424841	51.188898	268.145808	459.816720	-6280.880920	-4792.273490	-2.459638	-11.338908	NaN	NaN	NaN	NaN	6.852972	0.016288	0.001629	6.852972	-0.416566	-0.041657	6.852972	260.947723	45583.765625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.852972	0.032399	6.613885	NaN	NaN	-60.429222	-0.005297	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.882858	0.009188	0.001378	-0.019151	0.002873	0.014273	0.002141	-14.376500	44.452635	61.906948	51.949080	-1564.752440	-4843.958419	-3232.556214	-2755.588857	NaN	NaN	NaN	NaN	NaN	NaN	6.882858	0.015839	0.001584	6.882858	-0.276217	-0.027622	6.882858	260.946869	45403.121094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.882858	0.044065	6.643771	NaN	NaN	-60.322608	-0.005250	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.912743	-0.023048	0.003457	-0.024003	0.003600	0.011832	0.001775	17.207103	42.606755	56.198499	50.693504	-746.576654	-1851.998081	-2341.351873	-2141.003271	-2.925816	-19.060380	-0.100321	-0.052608	NaN	NaN	6.912743	0.015720	0.001572	6.912743	-0.228938	-0.022894	6.912743	261.125305	45224.695312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.912743	0.030538	6.673657	NaN	NaN	-60.103031	-0.005166	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.942629	-0.037532	0.005630	-0.027076	0.004061	0.009826	0.001474	16.341481	42.692056	70.778544	51.692109	-435.399507	-1139.352937	-2614.102439	-1949.024128	-3.623624	-24.299229	0.807273	0.423332	NaN	NaN	6.942629	0.016307	0.001631	6.942629	-0.215958	-0.021596	6.942629	261.182190	45047.609375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.942629	-0.012380	6.703543	NaN	NaN	-59.781014	-0.005108	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.972515	-0.036244	0.005437	0.002165	0.000325	0.008287	0.001243	-3.836526	45.561461	76.521097	52.160889	105.851330	1257.159615	35337.682214	24664.380016	NaN	NaN	NaN	NaN	-1.936218	-0.592564	6.972515	0.014033	0.001403	6.972515	-1.525459	-0.152546	6.972515	260.957031	44873.617187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.972515	0.048614	6.733428	NaN	NaN	-59.465368	-0.005080	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.002401	-0.008277	0.001241	0.002568	0.000385	0.006067	0.000910	-53.396544	39.872416	17.633513	58.153581	6451.526098	4913.737882	6867.444903	22671.567803	NaN	NaN	NaN	NaN	-1.240536	-0.379656	7.002401	0.013205	0.001320	7.002401	-1.823941	-0.182394	7.002401	260.731873	44699.621094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.002401	0.016475	6.763314	NaN	NaN	-59.215513	-0.005072	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.032287	0.007967	0.001195	0.004481	0.000672	0.004392	0.000659	-67.571012	39.491848	2.191170	58.940392	-8481.165295	-5117.462854	488.989387	13153.553318	NaN	NaN	1.422607	0.746011	0.028972	0.008866	7.032287	0.012515	0.001251	7.032287	-7.227566	-0.722757	7.032287	260.506683	44525.628906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.032287	0.010863	6.793200	NaN	NaN	-58.983970	-0.005094	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.062173	-0.030450	0.004568	-0.008690	0.001304	0.003683	0.000552	-26.307708	40.679718	-14.333822	59.657548	863.950587	1342.201272	1649.415641	6869.345519	1.501116	16.475893	3.099681	1.625463	NaN	NaN	7.062173	0.012549	0.001255	7.062173	-0.367340	-0.036734	7.062173	260.281525	44351.636719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.062173	0.053042	6.823086	NaN	NaN	-58.858184	-0.005115	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.092058	-0.043432	0.006515	-0.035404	0.005311	0.002808	0.000421	20.450321	40.910768	-8.483812	59.055453	-470.857324	-944.591997	239.629664	1668.439130	NaN	NaN	0.505229	0.264941	NaN	NaN	7.092058	0.011834	0.001183	7.092058	-0.106512	-0.010651	7.092058	260.056366	44177.644531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.092058	0.078469	6.852972	NaN	NaN	-58.894035	-0.005079	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.121944	0.071538	0.010731	-0.012885	0.001933	0.003769	0.000565	52.026198	45.032399	-34.148308	56.152574	727.256667	638.875074	2650.207034	4376.024127	NaN	NaN	NaN	NaN	NaN	NaN	7.121944	0.011442	0.001144	7.121944	-0.245761	-0.024576	7.121944	259.831207	44003.648437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.121944	0.140313	6.882858	NaN	NaN	-59.147939	-0.005044	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.151830	0.101841	0.015276	-0.007669	0.001150	0.001581	0.000237	37.337192	45.297986	-37.177175	56.435560	366.620979	448.176273	4847.566440	7394.523093	NaN	NaN	NaN	NaN	NaN	NaN	7.151830	0.011974	0.001197	7.151830	-0.375601	-0.037560	7.151830	259.606018	43829.656250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.151830	0.127315	6.912743	NaN	NaN	-59.461413	-0.005026	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.181716	0.178419	0.026763	-0.016288	0.002443	0.000910	0.000136	55.324014	47.484785	-83.908358	51.876832	310.079504	270.175988	5151.653524	3277.440803	NaN	NaN	NaN	NaN	NaN	NaN	7.181716	0.013093	0.001309	7.181716	-0.244075	-0.024408	7.181716	259.380859	43655.664062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.181716	0.145434	6.942629	NaN	NaN	-59.753843	-0.005008	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.211602	0.210111	0.031517	-0.015553	0.002333	0.000425	0.000064	97.781982	42.294566	-94.172674	50.653723	465.383138	213.057250	6055.094343	3381.195949	NaN	NaN	NaN	NaN	NaN	NaN	7.211602	0.011768	0.001177	7.211602	-0.218607	-0.021861	7.211602	259.155701	43481.671875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.211602	0.196560	6.972515	NaN	NaN	-60.057332	-0.004990	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.241488	0.164914	0.024737	-0.008628	0.001294	-0.001089	0.000163	133.562439	37.158694	-107.821996	50.490654	809.892824	255.985080	12496.981788	6144.959942	NaN	NaN	NaN	NaN	2.986232	0.913912	7.241488	0.011908	0.001191	7.241488	-0.343449	-0.034345	7.241488	258.924530	43311.902344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.241488	0.195590	7.002401	NaN	NaN	-62.887436	-0.003559	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.271374	0.217657	0.032649	-0.032287	0.004843	-0.001978	0.000297	77.883662	36.641149	-89.839166	51.340465	357.827004	176.692867	2782.533588	1644.001599	NaN	NaN	NaN	NaN	4.028573	1.232912	7.271374	0.012264	0.001226	7.271374	-0.121275	-0.012128	7.271374	258.688049	43145.867187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.271374	0.206607	7.032287	NaN	NaN	-67.852638	-0.002243	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.301259	0.212054	0.031808	-0.047911	0.007187	-0.003545	0.000532	33.703545	39.193221	-29.731360	49.916115	158.938174	186.357489	620.548910	1045.992301	NaN	NaN	NaN	NaN	3.756460	1.149634	7.301259	0.012333	0.001233	7.301259	-0.082285	-0.008228	7.301259	258.451599	42979.835937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.301259	0.267098	7.062173	NaN	NaN	-74.327757	-0.001317	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.331145	0.190804	0.028621	-0.070966	0.010645	-0.005377	0.000807	47.065727	39.563738	-13.534289	48.879642	246.670705	210.628277	190.716035	689.372655	NaN	NaN	NaN	NaN	3.722306	1.139181	7.331145	0.012563	0.001256	7.331145	-0.055149	-0.005515	7.331145	258.215118	42813.804687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.331145	0.412066	7.092058	NaN	NaN	-81.538651	-0.000938	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.361031	0.079890	0.011983	-0.086349	0.012952	-0.006840	0.001026	-27.540623	48.429119	-38.800468	49.180465	-344.733761	-608.402445	449.345387	573.529715	-0.847338	-4.540506	NaN	NaN	3.658122	1.119538	7.361031	0.012147	0.001215	7.361031	-0.040942	-0.004094	7.361031	257.978638	42647.773437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.361031	0.401208	7.121944	NaN	NaN	-88.777357	-0.001161	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.390917	0.060864	0.009130	-0.074979	0.011247	-0.009521	0.001428	-47.470911	48.577672	-15.472040	51.019332	-779.945038	-806.657980	206.350624	681.148535	2.771351	23.653642	NaN	NaN	2.977322	0.911185	7.390917	0.011812	0.001181	7.390917	-0.045862	-0.004586	7.390917	257.742187	42481.742187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.390917	0.390840	7.151830	NaN	NaN	-95.444243	-0.001948	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.420803	0.037108	0.005566	-0.100690	0.015103	-0.010452	0.001568	-46.341403	48.684385	-32.933753	51.440986	-1248.813234	-1325.257721	327.082272	513.237661	0.844292	3.928754	NaN	NaN	3.268131	1.000185	7.420803	0.012259	0.001226	7.420803	-0.034058	-0.003406	7.420803	257.505707	42315.707031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.420803	0.310394	7.181716	NaN	NaN	-100.742005	-0.003174	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.450689	0.009434	0.001415	-0.111796	0.016769	-0.012408	0.001861	-45.491725	48.756284	-51.454467	51.934621	-4822.269958	-5218.696386	460.253191	469.650066	-0.304472	-1.108086	NaN	NaN	3.171525	0.970619	7.450689	0.012894	0.001289	7.450689	-0.032558	-0.003256	7.450689	257.269226	42149.675781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.450689	0.305422	7.211602	NaN	NaN	-102.027958	-0.003894	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
