Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)	Ang b355/532 NF	Error Ang b355/532 NF	Ang Ext NF	Error Ang Ext NF
2.648647	0.132922	0.019938	0.176490	0.026474	0.029263	0.004389	-11.723725	2.728606	3.091768	3.876681	-88.199962	-24.421830	17.518046	22.121999	NaN	NaN	-0.700830	-0.367513	2.592449	0.793398	2.648647	0.011517	0.001152	2.648647	0.012277	0.001228	2469.331787	284.764679	75319.820312	2.648647	0.011636	0.001164	2.648647	0.041712	0.004171	0.000000	0.000000	2.648647	0.189294	0.000028	-71.441263	0.010197	-377.409793	-78.146073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.184799	0.000000	0.000000	2.648647	0.336404	NaN	48.733959	0.013527	144.867571	0.000000	0.006208	0.001165	0.000071	1.421448	NaN	NaN	NaN
2.656118	0.136894	0.020534	0.176971	0.026546	0.029288	0.004393	-7.754832	2.783333	-5.559811	3.780033	-56.648322	-22.036171	-31.416521	-21.873296	0.822573	1.563313	-0.634759	-0.332866	2.595126	0.794217	2.656118	0.011557	0.001156	2.656118	0.012569	0.001257	2476.803223	284.720581	75250.890625	2.656118	0.011650	0.001165	2.656118	0.041447	0.004145	0.000000	0.000000	2.656118	0.191989	0.000029	-82.571906	0.009959	-430.086421	-82.780975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.185056	0.000000	0.000000	2.656118	0.400630	NaN	53.456024	0.013528	133.430043	0.000000	0.006203	0.001164	0.000070	1.818423	NaN	NaN	NaN
2.663590	0.136546	0.020482	0.177494	0.026624	0.029827	0.004474	-2.543265	2.788283	-6.583384	3.763770	-18.625744	-20.610386	-37.090734	-21.922774	-2.351149	-7.186391	-0.648359	-0.339997	2.573090	0.787473	2.663590	0.011581	0.001158	2.663590	0.012749	0.001275	2484.274902	284.676453	75181.960937	2.663590	0.011658	0.001166	2.663590	0.041865	0.004187	0.000000	0.000000	2.663590	0.191838	0.000029	-99.132859	0.009968	-516.752647	-93.317875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.183470	0.000000	0.000000	2.663590	0.395063	NaN	51.343112	0.013520	129.961920	0.000000	0.006199	0.001163	0.000070	1.785777	NaN	NaN	NaN
2.671061	0.134622	0.020193	0.176145	0.026422	0.030282	0.004542	-2.870750	2.781359	-6.810321	3.755865	-21.324459	-20.906587	-38.663068	-22.097149	-2.135503	-5.885206	-0.664570	-0.348499	2.540219	0.777413	2.671061	0.011595	0.001159	2.671061	0.012859	0.001286	2491.746338	284.632355	75113.046875	2.671061	0.011679	0.001168	2.671061	0.043344	0.004334	0.000000	0.000000	2.671061	0.189219	0.000028	-105.585771	0.010028	-558.009223	-99.067422	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.182079	0.000000	0.000000	2.671061	0.399553	NaN	42.757909	0.013472	107.014312	0.000000	0.006194	0.001162	0.000070	1.847703	NaN	NaN	NaN
2.678533	0.132828	0.019924	0.176887	0.026533	0.030590	0.004588	-4.516168	2.791556	-6.842368	3.746354	-34.000224	-21.626343	-38.682038	-21.959733	-1.027055	-2.096500	-0.708142	-0.371348	2.531711	0.774810	2.678533	0.011626	0.001163	2.678533	0.013085	0.001309	2499.217773	284.588226	75044.117187	2.678533	0.011680	0.001168	2.678533	0.043815	0.004382	0.000000	0.000000	2.678533	0.188390	0.000028	-98.952536	0.010064	-525.253389	-95.189710	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.181379	0.000000	0.000000	2.678533	0.396085	NaN	43.119301	0.013435	108.863803	0.000000	0.006189	0.001161	0.000070	1.837000	NaN	NaN	NaN
2.686004	0.141169	0.021175	0.175757	0.026364	0.030915	0.004637	1.428179	2.961721	-2.460809	3.751699	10.116792	21.034747	-14.001215	-21.449028	NaN	NaN	-0.541726	-0.284080	2.507192	0.767306	2.686004	0.011652	0.001165	2.686004	0.013286	0.001329	2506.689209	284.548279	74976.578125	2.686004	0.011681	0.001168	2.686004	0.041890	0.004189	0.000000	0.000000	2.686004	0.185331	0.000028	-103.675736	0.010112	-559.407446	-100.091068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.180177	0.000000	0.000000	2.686004	0.414397	NaN	37.860550	0.013297	91.362918	0.000000	0.006185	0.001160	0.000070	1.989194	NaN	NaN	NaN
2.693476	0.142493	0.021374	0.177360	0.026604	0.031501	0.004725	4.454230	2.967459	-10.529309	3.629052	31.259350	21.346672	-59.366747	-22.315250	NaN	NaN	-0.541110	-0.283756	2.493197	0.763022	2.693476	0.011686	0.001169	2.693476	0.013527	0.001353	2514.160645	284.515747	74911.492187	2.693476	0.011688	0.001169	2.693476	0.041897	0.004190	0.000000	0.000000	2.693476	0.183675	0.000028	-116.051546	0.010028	-631.832079	-109.375589	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.179736	0.000000	0.000000	2.693476	0.407659	NaN	78.503641	0.013553	192.571740	0.000000	0.006180	0.001159	0.000070	1.970865	NaN	NaN	NaN
2.700947	0.146774	0.022016	0.176916	0.026537	0.031644	0.004747	-0.406535	2.946746	-6.619649	3.521459	-2.769793	-20.081001	-37.416921	-20.680859	-6.897283	-123.920580	-0.461720	-0.242125	2.483057	0.759919	2.700947	0.011713	0.001171	2.700947	0.013730	0.001373	2521.632080	284.483215	74846.414062	2.700947	0.011710	0.001171	2.700947	0.041958	0.004196	0.000000	0.000000	2.700947	0.184305	0.000028	-101.025291	0.010236	-548.142076	-99.220479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.179162	0.000000	0.000000	2.700947	0.424952	NaN	81.202571	0.013571	191.086325	0.000000	0.006175	0.001159	0.000070	2.065098	NaN	NaN	NaN
2.708419	0.148677	0.022302	0.177282	0.026592	0.032102	0.004815	0.401425	2.930887	-1.991545	3.500230	2.699982	19.717291	-11.233743	-19.815588	NaN	NaN	-0.435000	-0.228113	2.465300	0.754485	2.708419	0.011748	0.001175	2.708419	0.013985	0.001399	2529.103516	284.450653	74781.328125	2.708419	0.011726	0.001173	2.708419	0.042212	0.004221	0.000000	0.000000	2.708419	0.186742	0.000028	-94.369568	0.010313	-505.347671	-93.785770	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.177587	0.000000	0.000000	2.708419	0.430167	NaN	83.204878	0.013566	193.424721	0.000000	0.006171	0.001158	0.000070	2.062775	NaN	NaN	NaN
2.715890	0.155932	0.023390	0.178940	0.026841	0.032662	0.004899	0.468707	2.922828	-10.949445	3.325910	3.005851	18.749706	-61.190546	-20.729505	NaN	NaN	-0.340234	-0.178418	2.453775	0.750958	2.715890	0.011789	0.001179	2.715890	0.014264	0.001426	2536.574951	284.418121	74716.250000	2.715890	0.011720	0.001172	2.715890	0.040478	0.004048	0.000000	0.000000	2.715890	0.181883	0.000027	-56.222966	0.010637	-309.116861	-74.631976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.176737	0.000000	0.000000	2.715890	0.423973	NaN	47.101116	0.013775	111.094697	0.000000	0.006166	0.001157	0.000070	2.092099	NaN	NaN	NaN
2.723362	0.157545	0.023632	0.179601	0.026940	0.032885	0.004933	-2.031169	2.922013	-10.209832	3.296223	-12.892651	-18.647751	-56.847264	-20.237208	-3.991687	-14.548441	-0.323908	-0.169857	2.449301	0.749589	2.723362	0.011833	0.001183	2.723362	0.014580	0.001458	2544.046387	284.385590	74651.164062	2.723362	0.011726	0.001173	2.723362	0.040408	0.004041	0.000000	0.000000	2.723362	0.188727	0.000028	-19.068897	0.010699	-101.039785	-58.679417	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.175529	0.000000	0.000000	2.723362	0.433497	NaN	26.227838	0.013665	60.502926	0.000000	0.006161	0.001156	0.000070	2.055705	NaN	NaN	NaN
2.730833	0.161608	0.024241	0.181427	0.027214	0.033401	0.005010	5.979894	3.003093	-15.329201	3.167575	37.002381	19.393740	-84.492220	-21.574276	NaN	NaN	-0.285963	-0.149958	2.441447	0.747185	2.730833	0.011880	0.001188	2.730833	0.014891	0.001489	2551.517822	284.353027	74586.085937	2.730833	0.011753	0.001175	2.730833	0.040741	0.004074	0.000000	0.000000	2.730833	0.192561	0.000029	-9.036772	0.010993	-46.929378	-57.522889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.172259	0.000000	0.000000	2.730833	0.412261	NaN	19.361123	0.013515	46.963214	0.000000	0.006157	0.001155	0.000070	1.881819	NaN	NaN	NaN
2.738304	0.165582	0.024837	0.182916	0.027437	0.033989	0.005098	6.346057	3.001645	-16.209010	3.150896	38.325855	19.017621	-88.614581	-21.758103	NaN	NaN	-0.246120	-0.129065	2.428055	0.743086	2.738304	0.011926	0.001193	2.738304	0.015196	0.001520	2558.989502	284.320496	74521.000000	2.738304	0.011776	0.001178	2.738304	0.040935	0.004094	0.000000	0.000000	2.738304	0.194896	0.000029	-12.707993	0.010908	-65.203969	-56.817077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.170273	0.000000	0.000000	2.738304	0.365867	NaN	6.942326	0.013612	18.974998	0.000000	0.006152	0.001154	0.000070	1.556894	NaN	NaN	NaN
2.745776	0.161713	0.024257	0.184601	0.027690	0.034615	0.005192	10.130753	2.962221	-16.301593	3.144890	62.646392	20.587428	-88.307341	-21.579864	NaN	NaN	-0.327223	-0.171595	2.414949	0.739075	2.745776	0.011953	0.001195	2.745776	0.015355	0.001536	2566.460937	284.287964	74455.914062	2.745776	0.011814	0.001181	2.745776	0.043175	0.004318	0.000000	0.000000	2.745776	0.195460	0.000029	-13.911854	0.010875	-71.174761	-56.650781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.169049	0.000000	0.000000	2.745776	0.355959	NaN	4.594129	0.013616	12.906334	0.000000	0.006147	0.001153	0.000070	1.481879	NaN	NaN	NaN
2.753247	0.163861	0.024579	0.187094	0.028064	0.034808	0.005221	13.634548	2.997679	-8.908003	3.229862	83.208123	22.146184	-47.612450	-18.682299	NaN	NaN	-0.327776	-0.171885	2.426285	0.742545	2.753247	0.011969	0.001197	2.753247	0.015427	0.001543	2573.932373	284.255402	74390.835937	2.753247	0.011837	0.001184	2.753247	0.043631	0.004363	0.000000	0.000000	2.753247	0.198171	0.000030	-1.848544	0.010936	-9.328015	-55.204300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.166419	0.000000	0.000000	2.753247	0.368932	NaN	-6.344689	0.013565	-17.197430	0.000000	0.006143	0.001152	0.000070	1.536323	NaN	3.048558	NaN
2.760719	0.164309	0.024646	0.186776	0.028016	0.035503	0.005326	8.805878	3.048041	-12.140192	3.221491	53.593534	20.217688	-64.998557	-19.812792	NaN	NaN	-0.316829	-0.166144	2.395279	0.733056	2.760719	0.012038	0.001204	2.760719	0.015914	0.001591	2581.403809	284.222870	74325.750000	2.760719	0.011866	0.001187	2.760719	0.044676	0.004468	0.000000	0.000000	2.760719	0.194904	0.000029	2.522279	0.010865	12.941151	55.779117	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.164633	0.000000	0.000000	2.760719	0.366821	NaN	-19.654493	0.013433	-53.580600	0.000000	0.006138	0.001152	0.000070	1.563233	NaN	NaN	NaN
2.768190	0.166530	0.024980	0.187331	0.028100	0.036238	0.005436	9.031238	3.039186	-18.312021	3.315580	54.231769	19.980945	-97.752001	-22.983746	NaN	NaN	-0.290962	-0.152579	2.370008	0.725321	2.768190	0.012053	0.001205	2.768190	0.016008	0.001601	2588.875244	284.190338	74260.671875	2.768190	0.011887	0.001189	2.768190	0.045054	0.004505	0.000000	0.000000	2.768190	0.197023	0.000030	10.569565	0.010651	53.646380	54.657829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.162933	0.000000	0.000000	2.768190	0.321312	NaN	-28.859290	0.013613	-89.817096	0.000000	0.006133	0.001151	0.000070	1.209050	NaN	NaN	NaN
2.775662	0.165044	0.024757	0.188115	0.028217	0.036877	0.005532	10.624351	3.004102	-21.974507	3.276023	64.372994	20.604501	-116.814394	-24.704436	NaN	NaN	-0.323446	-0.169614	2.350828	0.719452	2.775662	0.012108	0.001211	2.775662	0.016377	0.001638	2596.346680	284.157806	74195.585937	2.775662	0.011925	0.001193	2.775662	0.046840	0.004684	0.000000	0.000000	2.775662	0.198833	0.000030	17.503871	0.010750	88.033008	55.656656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.161246	0.000000	0.000000	2.775662	0.297311	NaN	-24.660111	0.013555	-82.943695	0.000000	0.006129	0.001150	0.000070	0.994535	NaN	NaN	NaN
2.783133	0.168621	0.025293	0.189630	0.028444	0.037623	0.005643	13.798375	3.024582	-21.361831	3.285778	81.830758	21.734955	-112.650304	-24.202562	NaN	NaN	-0.290265	-0.152214	2.333499	0.714148	2.783133	0.012152	0.001215	2.783133	0.016645	0.001665	2603.818115	284.125244	74130.507812	2.783133	0.011951	0.001195	2.783133	0.047082	0.004708	0.000000	0.000000	2.783133	0.204299	0.000031	0.355155	0.010863	1.738410	53.171260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.158334	0.000000	0.000000	2.783133	0.285594	NaN	-43.467341	0.013747	-152.199991	0.000000	0.006124	0.001149	0.000070	0.828095	NaN	NaN	NaN
2.790605	0.170260	0.025539	0.193096	0.028964	0.038196	0.005729	18.368886	2.969279	-10.644724	3.670930	107.887543	23.791542	-55.126658	-20.731419	NaN	NaN	-0.311135	-0.163158	2.337810	0.715468	2.790605	0.012208	0.001221	2.790605	0.016952	0.001695	2611.289551	284.092712	74065.421875	2.790605	0.011978	0.001198	2.790605	0.047751	0.004775	0.000000	0.000000	2.790605	0.199711	0.000030	5.926389	0.010629	29.674787	53.405343	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.156784	0.000000	0.000000	2.790605	0.256586	NaN	-54.998182	0.013689	-214.346382	0.000000	0.006119	0.001148	0.000069	0.619465	NaN	NaN	NaN
2.798076	0.173045	0.025957	0.194392	0.029159	0.038898	0.005835	13.073984	2.989555	-10.839453	3.659480	75.552467	20.661548	-55.760665	-20.599681	NaN	NaN	-0.287564	-0.150797	2.321205	0.710386	2.798076	0.012248	0.001225	2.798076	0.017186	0.001719	2618.760986	284.060181	74000.343750	2.798076	0.011993	0.001199	2.798076	0.047695	0.004770	0.000000	0.000000	2.798076	0.198110	0.000030	17.244828	0.010552	87.046527	54.837849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.155112	0.000000	0.000000	2.798076	0.274538	NaN	-31.876536	0.013495	-116.109637	0.000000	0.006115	0.001147	0.000069	0.806539	NaN	NaN	NaN
2.805548	0.179219	0.026883	0.197696	0.029654	0.039849	0.005977	14.947080	3.040987	-6.558973	3.775498	83.401069	21.081176	-33.177124	-19.735293	NaN	NaN	-0.242552	-0.127194	2.310663	0.707160	2.805548	0.012286	0.001229	2.805548	0.017357	0.001736	2626.232422	284.027618	73935.257812	2.805548	0.012016	0.001202	2.805548	0.047222	0.004722	0.000000	0.000000	2.805548	0.198449	0.000030	36.942174	0.010277	186.154427	58.836129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.153608	0.000000	0.000000	2.805548	0.265855	NaN	-13.125542	0.013391	-49.371051	0.000000	0.006110	0.001146	0.000069	0.722868	NaN	NaN	NaN
2.813019	0.185119	0.027768	0.198928	0.029839	0.040904	0.006136	15.463328	3.041223	-6.367987	3.770078	83.531905	20.661335	-32.011595	-19.550850	NaN	NaN	-0.177844	-0.093261	2.281916	0.698362	2.813019	0.012359	0.001236	2.813019	0.017814	0.001781	2633.704102	283.995087	73870.171875	2.813019	0.012048	0.001205	2.813019	0.047188	0.004719	0.000000	0.000000	2.813019	0.197712	0.000030	51.749190	0.010104	261.740917	64.446599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.150999	0.000000	0.000000	2.813019	0.242777	NaN	-19.364164	0.013423	-79.761129	0.000000	0.006105	0.001145	0.000069	0.507592	NaN	NaN	NaN
2.820491	0.186289	0.027943	0.201875	0.030281	0.041773	0.006266	17.796769	3.076554	-1.818554	3.815135	95.533281	21.865345	-9.008320	-18.946756	NaN	NaN	-0.198629	-0.104161	2.272825	0.695580	2.820491	0.012381	0.001238	2.820491	0.017875	0.001787	2641.175537	283.962555	73805.093750	2.820491	0.012086	0.001209	2.820491	0.048268	0.004827	0.000000	0.000000	2.820491	0.194815	0.000029	64.933808	0.009891	333.310039	71.256186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.147608	0.000000	0.000000	2.820491	0.253111	NaN	-58.875141	0.013558	-232.606174	0.000000	0.006101	0.001145	0.000069	0.647120	NaN	NaN	NaN
2.827962	0.190013	0.028502	0.203457	0.030519	0.042558	0.006384	21.791929	3.078390	3.238636	3.792272	114.686514	23.630765	15.917999	18.791450	4.712648	13.740226	-0.168999	-0.088623	2.257213	0.690802	2.827962	0.012415	0.001241	2.827962	0.018050	0.001805	2648.646973	283.929993	73740.007812	2.827962	0.012109	0.001211	2.827962	0.048314	0.004831	0.000000	0.000000	2.827962	0.201140	0.000030	57.714380	0.009779	286.936761	64.931863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.144969	0.000000	0.000000	2.827962	0.273924	NaN	-50.113826	0.013512	-182.947928	0.000000	0.006096	0.001144	0.000069	0.763489	NaN	NaN	NaN
2.835433	0.196660	0.029499	0.205155	0.030773	0.042874	0.006431	19.510943	3.051794	-0.094498	3.884044	99.211309	21.500601	-0.460618	-18.932370	NaN	NaN	-0.104534	-0.054818	2.258527	0.691204	2.835433	0.012441	0.001244	2.835433	0.018173	0.001817	2656.118408	283.897461	73674.929687	2.835433	0.012109	0.001211	2.835433	0.047036	0.004704	0.000000	0.000000	2.835433	0.205968	0.000031	60.789493	0.009756	295.141045	64.836429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.142268	0.000000	0.000000	2.835433	0.294478	NaN	-30.823251	0.013566	-104.670911	0.000000	0.006091	0.001143	0.000069	0.883713	NaN	NaN	NaN
2.842905	0.203297	0.030495	0.206074	0.030911	0.043292	0.006494	19.621788	3.045591	2.131938	3.899102	96.517823	20.833461	10.345493	18.984402	5.486942	24.896171	-0.033540	-0.017588	2.251003	0.688901	2.842905	0.012435	0.001244	2.842905	0.018102	0.001810	2663.589844	283.864929	73609.843750	2.842905	0.012138	0.001214	2.842905	0.046754	0.004675	0.000000	0.000000	2.842905	0.208965	0.000031	82.402882	0.009403	394.338144	74.322301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.140053	0.000000	0.000000	2.842905	0.285925	NaN	1.754976	0.013504	6.137891	0.000000	0.006086	0.001142	0.000069	0.775136	NaN	-9.515255	NaN
2.850376	0.206112	0.030917	0.205357	0.030803	0.043871	0.006581	24.680969	2.953089	11.015685	3.822854	119.745452	22.976224	53.641757	20.280195	1.994218	1.809642	0.009077	0.004760	2.226804	0.681495	2.850376	0.012452	0.001245	2.850376	0.018225	0.001823	2671.061279	283.832367	73544.765625	2.850376	0.012147	0.001215	2.850376	0.046526	0.004653	0.000000	0.000000	2.850376	0.209624	0.000031	69.489995	0.009319	331.497620	66.699744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.137267	0.000000	0.000000	2.850376	0.351339	NaN	-21.296342	0.012815	-60.614733	0.000000	0.006082	0.001141	0.000069	1.276644	NaN	NaN	NaN
2.857848	0.213057	0.031959	0.205686	0.030853	0.044266	0.006640	26.021631	2.941060	11.914574	3.800798	122.134561	22.938661	57.925922	20.419494	1.931066	1.615570	0.087034	0.045640	2.216179	0.678243	2.857848	0.012485	0.001248	2.857848	0.018426	0.001843	2678.532715	283.799835	73479.679687	2.857848	0.012164	0.001216	2.857848	0.045877	0.004588	0.000000	0.000000	2.857848	0.211073	0.000032	62.024668	0.009141	293.853874	61.793847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.135681	0.000000	0.000000	2.857848	0.325870	NaN	-30.503383	0.012756	-93.606017	0.000000	0.006077	0.001140	0.000069	1.073587	NaN	NaN	NaN
2.865319	0.211637	0.031746	0.206697	0.031004	0.044481	0.006672	32.385760	2.844668	9.730189	3.798169	153.024868	26.599640	47.074730	19.685589	2.972581	2.940130	0.058393	0.030621	2.216246	0.678264	2.865319	0.012489	0.001249	2.865319	0.018424	0.001842	2686.004150	283.767303	73414.601562	2.865319	0.012181	0.001218	2.865319	0.046605	0.004661	0.000000	0.000000	2.865319	0.212548	0.000032	73.016682	0.009059	343.530627	66.871687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.133348	0.000000	0.000000	2.865319	0.308153	NaN	-26.441970	0.012701	-85.807870	0.000000	0.006072	0.001139	0.000069	0.918187	NaN	NaN	NaN
2.872791	0.215415	0.032312	0.206428	0.030964	0.045042	0.006756	39.862269	2.785445	8.613517	3.790132	185.048689	30.621369	41.726425	19.398026	3.787392	4.171346	0.105341	0.055241	2.196309	0.672162	2.872791	0.012512	0.001251	2.872791	0.018573	0.001857	2693.475586	283.734772	73349.515625	2.872791	0.012200	0.001220	2.872791	0.046550	0.004655	0.000000	0.000000	2.872791	0.218216	0.000033	83.591417	0.009005	383.066614	70.743854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.131064	0.000000	0.000000	2.872791	0.293602	NaN	-27.415060	0.012678	-93.374760	0.000000	0.006068	0.001138	0.000069	0.733549	NaN	NaN	NaN
2.880262	0.216142	0.032421	0.207108	0.031066	0.045787	0.006868	40.101469	2.772199	9.093523	3.783541	185.533177	30.643265	43.907225	19.419413	3.668124	3.824524	0.105545	0.055348	2.177379	0.666369	2.880262	0.012540	0.001254	2.880262	0.018730	0.001873	2700.947266	283.702209	73284.429687	2.880262	0.012206	0.001221	2.880262	0.046587	0.004659	0.000000	0.000000	2.880262	0.220246	0.000033	60.062520	0.009206	272.706769	58.485237	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.130050	0.000000	0.000000	2.880262	0.336756	NaN	-6.134946	0.012449	-18.217772	0.000000	0.006063	0.001138	0.000069	1.049661	NaN	NaN	NaN
2.887734	0.218529	0.032779	0.207951	0.031193	0.046367	0.006955	35.856773	2.836413	19.754638	4.081190	164.082604	27.825157	94.996828	24.253249	1.473687	0.805906	0.122656	0.064321	2.165075	0.662604	2.887734	0.012573	0.001257	2.887734	0.018909	0.001891	2708.418701	283.669678	73219.351562	2.887734	0.012214	0.001221	2.887734	0.046393	0.004639	0.000000	0.000000	2.887734	0.215182	0.000032	26.332066	0.009578	122.371042	48.147516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.128632	0.000000	0.000000	2.887734	0.320174	NaN	-23.034501	0.012040	-71.943707	0.000000	0.006058	0.001137	0.000069	0.982334	NaN	NaN	NaN
2.895205	0.226852	0.034028	0.209477	0.031422	0.046622	0.006993	43.962906	2.996130	12.613609	4.102550	193.795935	31.929079	60.214799	21.567175	3.086503	2.535513	0.196977	0.103294	2.167709	0.663410	2.895205	0.012585	0.001259	2.895205	0.018940	0.001894	2715.890137	283.637146	73154.265625	2.895205	0.012226	0.001223	2.895205	0.045434	0.004543	0.000000	0.000000	2.895205	0.215323	0.000032	32.466548	0.009615	150.780670	50.052929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.126344	0.000000	0.000000	2.895205	0.312071	NaN	-53.807648	0.012350	-172.421253	0.000000	0.006054	0.001136	0.000069	0.917348	NaN	NaN	NaN
2.902677	0.227755	0.034163	0.208425	0.031264	0.046960	0.007044	36.081813	3.092578	11.961155	4.101055	158.424031	27.369434	57.388428	21.477082	2.729430	2.384575	0.219250	0.114974	2.150035	0.658001	2.902677	0.012601	0.001260	2.902677	0.019067	0.001907	2723.361572	283.604584	73089.187500	2.902677	0.012254	0.001225	2.902677	0.046063	0.004606	0.000000	0.000000	2.902677	0.216832	0.000033	28.017794	0.009593	129.214298	48.299014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.124832	0.000000	0.000000	2.902677	0.302489	NaN	-51.377447	0.012384	-169.849257	0.000000	0.006049	0.001135	0.000069	0.822990	NaN	NaN	NaN
