Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)	Ang b355/532 NF	Error Ang b355/532 NF	Ang Ext NF	Error Ang Ext NF
6.249891	0.022230	0.003335	0.045205	0.006781	0.005607	0.000841	-31.068675	4.763398	-2.535853	3.884651	NaN	-299.772220	NaN	-86.345539	NaN	23.573482	-1.754539	-0.920075	3.011206	0.921555	6.249891	0.010694	0.001069	6.249891	NaN	NaN	6070.575684	263.859192	48206.789062	6.249891	0.011118	0.001112	6.249891	NaN	NaN	0.000000	0.000000	6.249891	0.126416	0.000019	-14.361863	0.013209	NaN	-105.871185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.085890	0.000000	0.000000	6.249891	NaN	NaN	-24.757371	0.018832	NaN	0.000000	0.004288	0.000805	0.000049	NaN	NaN	NaN	NaN
6.257362	0.013702	0.002055	0.045791	0.006869	0.005615	0.000842	-44.063870	4.676307	4.577469	3.955380	NaN	-590.891397	NaN	87.670503	NaN	NaN	-2.982573	-1.564052	3.027709	0.926606	6.257362	0.010667	0.001067	6.257362	NaN	NaN	6078.047363	263.810486	48160.839844	6.257362	0.011169	0.001117	6.257362	NaN	NaN	0.000000	0.000000	6.257362	0.126877	0.000019	3.319999	0.013291	NaN	104.826091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.088804	0.000000	0.000000	6.257362	NaN	NaN	-62.300191	0.019202	NaN	0.000000	0.004285	0.000804	0.000049	NaN	NaN	NaN	NaN
6.264834	0.010528	0.001579	0.047451	0.007118	0.005936	0.000890	-50.444013	4.690672	19.164874	3.893394	NaN	-845.581718	NaN	101.993249	NaN	NaN	-3.721959	-1.951784	2.998956	0.917806	6.264834	0.010623	0.001062	6.264834	NaN	NaN	6085.518555	263.761780	48114.890625	6.264834	0.011163	0.001116	6.264834	NaN	NaN	0.000000	0.000000	6.264834	0.124482	0.000019	-26.530862	0.013119	NaN	-110.129331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.089697	0.000000	0.000000	6.264834	NaN	NaN	-74.902795	0.019320	NaN	0.000000	0.004282	0.000803	0.000049	NaN	NaN	NaN	NaN
6.272305	0.019057	0.002858	0.048936	0.007340	0.006388	0.000958	-53.099433	4.659009	19.671447	3.894579	NaN	-484.213943	NaN	99.847161	NaN	NaN	-2.331387	-1.222572	2.937459	0.898985	6.272305	0.010574	0.001057	6.272305	NaN	NaN	6092.990234	263.713074	48068.941406	6.272305	0.011156	0.001116	6.272305	NaN	NaN	0.000000	0.000000	6.272305	0.146951	0.000022	-100.071721	0.011909	NaN	-130.389314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.087257	0.000000	0.000000	6.272305	NaN	NaN	-106.818627	0.019373	NaN	0.000000	0.004278	0.000803	0.000049	NaN	NaN	NaN	NaN
6.279777	0.019167	0.002875	0.049111	0.007367	0.006698	0.001005	-51.904752	4.658914	29.215338	3.897109	NaN	-473.373181	NaN	119.412088	NaN	NaN	-2.325914	-1.219702	2.874232	0.879635	6.279777	0.010484	0.001048	6.279777	NaN	NaN	6100.461426	263.664368	48022.992187	6.279777	0.011145	0.001115	6.279777	NaN	NaN	0.000000	0.000000	6.279777	0.138834	0.000021	-83.919101	0.011927	NaN	-124.904521	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.088277	0.000000	0.000000	6.279777	NaN	NaN	-127.687642	0.019510	NaN	0.000000	0.004275	0.000802	0.000049	NaN	NaN	NaN	NaN
6.287248	0.009539	0.001431	0.051701	0.007755	0.007439	0.001116	-57.091887	4.640325	15.312080	3.828364	NaN	-1021.115684	NaN	86.351774	NaN	NaN	-4.178026	-2.190944	2.796989	0.855996	6.287248	0.010427	0.001043	6.287248	NaN	NaN	6107.933105	263.615662	47977.042969	6.287248	0.011210	0.001121	6.287248	NaN	NaN	0.000000	0.000000	6.287248	0.126977	0.000019	-89.963045	0.011952	NaN	-141.963385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.091284	0.000000	0.000000	6.287248	NaN	NaN	-176.357778	0.019375	NaN	0.000000	0.004272	0.000801	0.000049	NaN	NaN	NaN	NaN
6.294720	0.005561	0.000834	0.048958	0.007344	0.007242	0.001086	-50.660475	4.656856	13.774282	3.843689	NaN	-1602.534291	NaN	89.134181	NaN	NaN	-5.376898	-2.819629	2.757152	0.843804	6.294720	0.010377	0.001038	6.294720	NaN	NaN	6115.404297	263.566956	47931.093750	6.294720	0.011205	0.001121	6.294720	NaN	NaN	0.000000	0.000000	6.294720	0.128421	0.000019	-125.091764	0.012134	NaN	-173.999876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.094933	0.000000	0.000000	6.294720	NaN	NaN	-166.708433	0.019238	NaN	0.000000	0.004268	0.000801	0.000048	NaN	NaN	NaN	NaN
6.302191	0.007303	0.001096	0.047573	0.007136	0.007220	0.001083	-50.874284	4.649812	7.017467	3.883662	NaN	-1223.552166	NaN	84.581843	NaN	NaN	-4.632363	-2.429197	2.719987	0.832430	6.302191	0.010452	0.001045	6.302191	NaN	NaN	6122.875977	263.518250	47885.140625	6.302191	0.011240	0.001124	6.302191	NaN	NaN	0.000000	0.000000	6.302191	0.130309	0.000020	-103.885562	0.012107	NaN	-151.435914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.098509	0.000000	0.000000	6.302191	NaN	NaN	-44.896163	0.019551	NaN	0.000000	0.004265	0.000800	0.000048	NaN	NaN	NaN	NaN
6.309662	0.005534	0.000830	0.043019	0.006453	0.006814	0.001022	-46.540766	4.641505	-4.817137	4.016780	NaN	-1514.836294	NaN	-94.871916	NaN	11.639989	-5.069391	-2.658373	2.658432	0.813591	6.309662	0.010620	0.001062	6.309662	NaN	NaN	6130.347168	263.469543	47839.195312	6.309662	0.011210	0.001121	6.309662	NaN	NaN	0.000000	0.000000	6.309662	0.118118	0.000018	-118.585991	0.012203	NaN	-182.623567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.099467	0.000000	0.000000	6.309662	NaN	NaN	-66.459658	0.019502	NaN	0.000000	0.004262	0.000800	0.000048	NaN	NaN	NaN	NaN
6.317134	0.011935	0.001790	0.042847	0.006427	0.006730	0.001009	-56.657302	4.578698	-7.446825	4.018785	NaN	-808.857028	NaN	-97.349736	NaN	6.766733	-3.159693	-1.656934	2.670529	0.817294	6.317134	0.010589	0.001059	6.317134	NaN	NaN	6137.818848	263.420837	47793.242187	6.317134	0.011185	0.001118	6.317134	NaN	NaN	0.000000	0.000000	6.317134	0.108236	0.000016	-102.450021	0.011978	NaN	-180.016601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.099196	0.000000	0.000000	6.317134	NaN	NaN	-41.476932	0.019247	NaN	0.000000	0.004259	0.000799	0.000048	NaN	NaN	NaN	NaN
6.324605	0.005770	0.000866	0.041055	0.006158	0.007111	0.001067	-52.445676	4.565586	-11.523681	4.028454	NaN	-1576.303509	NaN	-106.773830	NaN	3.336103	-4.850625	-2.543653	2.529376	0.774095	6.324605	0.010622	0.001062	6.324605	NaN	NaN	6145.290527	263.372131	47747.289062	6.324605	0.011205	0.001121	6.324605	NaN	NaN	0.000000	0.000000	6.324605	0.106834	0.000016	-81.056730	0.011736	NaN	-158.177275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.104559	0.000000	0.000000	6.324605	NaN	NaN	-116.023716	0.018891	NaN	0.000000	0.004255	0.000798	0.000048	NaN	NaN	NaN	NaN
6.332077	-0.002452	0.000368	0.042091	0.006314	0.006755	0.001013	-40.621631	4.478376	-27.599942	4.048686	NaN	3083.771625	NaN	-137.572828	NaN	0.433393	NaN	NaN	2.639504	0.807799	6.332077	0.010629	0.001063	6.332077	NaN	NaN	6152.761719	263.323425	47701.343750	6.332077	0.011219	0.001122	6.332077	NaN	NaN	0.000000	0.000000	6.332077	0.099167	0.000015	-49.686804	0.011564	NaN	-138.736136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.107946	0.000000	0.000000	6.332077	NaN	NaN	-64.264687	0.018798	NaN	0.000000	0.004252	0.000798	0.000048	NaN	NaN	NaN	NaN
6.339548	-0.003564	0.000535	0.044805	0.006721	0.006938	0.001041	-42.825060	4.475195	-42.941354	3.982168	NaN	2196.903225	NaN	-169.014642	NaN	-0.002315	NaN	NaN	2.691123	0.823596	6.339548	0.010615	0.001062	6.339548	NaN	NaN	6160.233398	263.274719	47655.390625	6.339548	0.011221	0.001122	6.339548	NaN	NaN	0.000000	0.000000	6.339548	0.093969	0.000014	-58.289402	0.011646	NaN	-154.976813	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.111964	0.000000	0.000000	6.339548	NaN	NaN	-78.447945	0.018885	NaN	0.000000	0.004249	0.000797	0.000048	NaN	NaN	NaN	NaN
6.347020	-0.004398	0.000660	0.043067	0.006460	0.006840	0.001026	-58.882087	4.454574	-33.377537	3.922063	NaN	2249.009745	NaN	-147.676045	NaN	0.484789	NaN	NaN	2.654529	0.812397	6.347020	0.010644	0.001064	6.347020	NaN	NaN	6167.704590	263.226013	47609.441406	6.347020	0.011208	0.001121	6.347020	NaN	NaN	0.000000	0.000000	6.347020	0.097847	0.000015	-115.088194	0.011138	NaN	-209.967316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.112446	0.000000	0.000000	6.347020	NaN	NaN	40.084009	0.018751	NaN	0.000000	0.004245	0.000796	0.000048	NaN	NaN	NaN	NaN
6.354491	-0.007118	0.001068	0.044866	0.006730	0.007307	0.001096	-67.500891	4.499057	-20.848624	4.075052	NaN	1556.579419	NaN	-114.489312	NaN	1.482634	NaN	NaN	2.618286	0.801305	6.354491	0.010661	0.001066	6.354491	NaN	NaN	6175.176270	263.177307	47563.492187	6.354491	0.011169	0.001117	6.354491	NaN	NaN	0.000000	0.000000	6.354491	0.095843	0.000014	-117.456288	0.011156	NaN	-217.582768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.111268	0.000000	0.000000	6.354491	NaN	NaN	26.353835	0.018911	NaN	0.000000	0.004242	0.000796	0.000048	NaN	NaN	NaN	NaN
6.361963	-0.011490	0.001723	0.043453	0.006518	0.007125	0.001069	-54.756628	4.453591	-11.698506	4.123204	NaN	813.174159	NaN	-103.125287	NaN	3.411673	NaN	NaN	2.608481	0.798304	6.361963	0.010602	0.001060	6.361963	NaN	NaN	6182.647461	263.128601	47517.542969	6.361963	0.011186	0.001119	6.361963	NaN	NaN	0.000000	0.000000	6.361963	0.102772	0.000015	-156.400666	0.010717	NaN	-250.963535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.109546	0.000000	0.000000	6.361963	NaN	NaN	52.386122	0.018657	NaN	0.000000	0.004239	0.000795	0.000048	NaN	NaN	NaN	NaN
6.369434	-0.014638	0.002196	0.045899	0.006885	0.007135	0.001070	-77.185185	4.320351	-12.491376	4.120997	NaN	844.242271	NaN	-98.629769	NaN	3.724026	NaN	NaN	2.685382	0.821839	6.369434	0.010631	0.001063	6.369434	NaN	NaN	6190.119141	263.079895	47471.589844	6.369434	0.011225	0.001122	6.369434	NaN	NaN	0.000000	0.000000	6.369434	0.106969	0.000016	-71.300854	0.010921	NaN	-142.900775	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.110359	0.000000	0.000000	6.369434	NaN	NaN	46.056772	0.018609	NaN	0.000000	0.004235	0.000795	0.000048	NaN	NaN	NaN	NaN
6.376906	-0.024533	0.003680	0.045290	0.006794	0.007394	0.001109	-87.403551	4.248366	-14.087393	4.120552	NaN	561.763965	NaN	-102.246481	NaN	3.307283	NaN	NaN	2.614803	0.800239	6.376906	0.010559	0.001056	6.376906	NaN	NaN	6197.590332	263.031189	47425.644531	6.376906	0.011287	0.001129	6.376906	NaN	NaN	0.000000	0.000000	6.376906	0.105500	0.000016	-59.091948	0.010858	NaN	-132.859488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.109820	0.000000	0.000000	6.376906	NaN	NaN	89.501619	0.018077	NaN	0.000000	0.004232	0.000794	0.000048	NaN	NaN	NaN	NaN
6.384377	-0.034790	0.005219	0.045701	0.006855	0.006998	0.001050	-60.801866	4.139568	-19.704155	4.139476	NaN	287.888672	NaN	-111.296775	NaN	1.520636	NaN	NaN	2.707190	0.828513	6.384377	0.010500	0.001050	6.384377	NaN	NaN	6205.062012	262.982483	47379.695312	6.384377	0.011279	0.001128	6.384377	NaN	NaN	0.000000	0.000000	6.384377	0.094966	0.000014	-46.667717	0.010846	NaN	-135.926398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.106595	0.000000	0.000000	6.384377	NaN	NaN	27.682875	0.017976	NaN	0.000000	0.004229	0.000793	0.000048	NaN	NaN	NaN	NaN
6.391849	-0.039924	0.005989	0.045342	0.006801	0.007201	0.001080	-66.621476	4.161640	-6.559969	4.144944	NaN	271.141721	NaN	-93.954919	NaN	8.994101	NaN	NaN	2.654615	0.812423	6.391849	0.010591	0.001059	6.391849	NaN	NaN	6212.533691	262.933777	47333.742187	6.391849	0.011313	0.001131	6.391849	NaN	NaN	0.000000	0.000000	6.391849	0.088447	0.000013	-90.201301	0.010967	NaN	-196.913201	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.108186	0.000000	0.000000	6.391849	NaN	NaN	80.827003	0.018727	NaN	0.000000	0.004225	0.000793	0.000048	NaN	NaN	NaN	NaN
6.399320	-0.036320	0.005448	0.049787	0.007468	0.007167	0.001075	-64.046416	4.182383	-23.718223	4.050574	NaN	288.488683	NaN	-108.284571	NaN	1.109899	NaN	NaN	2.796265	0.855774	6.399320	0.010664	0.001066	6.399320	NaN	NaN	6220.004883	262.885071	47287.792969	6.399320	0.011338	0.001134	6.399320	NaN	NaN	0.000000	0.000000	6.399320	0.092606	0.000014	-54.780942	0.011147	NaN	-149.537604	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.109571	0.000000	0.000000	6.399320	NaN	NaN	33.140124	0.018917	NaN	0.000000	0.004222	0.000792	0.000048	NaN	NaN	NaN	NaN
6.406791	-0.037467	0.005620	0.052296	0.007844	0.007525	0.001129	-58.435238	4.206800	-40.711178	3.814558	NaN	259.494626	NaN	-137.680051	NaN	0.260969	NaN	NaN	2.796919	0.855974	6.406791	0.010618	0.001062	6.406791	NaN	NaN	6227.476562	262.836365	47241.843750	6.406791	0.011356	0.001136	6.406791	NaN	NaN	0.000000	0.000000	6.406791	0.089414	0.000013	-22.875594	0.010911	NaN	-127.915522	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.108757	0.000000	0.000000	6.406791	NaN	NaN	30.140404	0.018886	NaN	0.000000	0.004219	0.000792	0.000048	NaN	NaN	NaN	NaN
6.414263	-0.026590	0.003989	0.050620	0.007593	0.007536	0.001130	-50.554390	4.251269	-40.109537	3.812529	NaN	326.947022	NaN	-140.710070	NaN	0.179490	NaN	NaN	2.747848	0.840956	6.414263	0.010645	0.001064	6.414263	NaN	NaN	6234.947754	262.787659	47195.890625	6.414263	0.011330	0.001133	6.414263	NaN	NaN	0.000000	0.000000	6.414263	0.092739	0.000014	-18.044921	0.010899	NaN	-121.093507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.108038	0.000000	0.000000	6.414263	NaN	NaN	-60.512181	0.018311	NaN	0.000000	0.004215	0.000791	0.000048	NaN	NaN	NaN	NaN
6.421734	-0.040208	0.006031	0.046905	0.007036	0.007449	0.001117	-61.079192	4.321934	-58.560637	3.662329	NaN	251.943743	NaN	-202.899999	NaN	0.024300	NaN	NaN	2.654619	0.812425	6.421734	0.010745	0.001074	6.421734	NaN	NaN	6242.419434	262.738953	47149.941406	6.421734	0.011316	0.001132	6.421734	NaN	NaN	0.000000	0.000000	6.421734	0.100237	0.000015	-49.023577	0.010579	NaN	-128.529013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.107998	0.000000	0.000000	6.421734	NaN	NaN	-60.400247	0.018290	NaN	0.000000	0.004212	0.000790	0.000048	NaN	NaN	NaN	NaN
6.429206	-0.043516	0.006527	0.046229	0.006934	0.006851	0.001028	-58.311954	4.318817	-59.495339	3.667931	NaN	224.168922	NaN	-208.716290	NaN	-0.011831	NaN	NaN	2.754417	0.842967	6.429206	0.010836	0.001084	6.429206	NaN	NaN	6249.890625	262.690247	47103.996094	6.429206	0.011299	0.001130	6.429206	NaN	NaN	0.000000	0.000000	6.429206	0.106011	0.000016	-62.666071	0.010408	NaN	-132.292310	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.106550	0.000000	0.000000	6.429206	NaN	NaN	-96.363085	0.018389	NaN	0.000000	0.004209	0.000790	0.000048	NaN	NaN	NaN	NaN
6.436677	-0.043282	0.006492	0.045125	0.006769	0.006476	0.000971	-54.831362	4.315798	-58.760864	3.656762	NaN	214.600040	NaN	-211.467673	NaN	-0.042440	NaN	NaN	2.800791	0.857159	6.436677	0.010795	0.001080	6.436677	NaN	NaN	6257.362305	262.641510	47058.042969	6.436677	0.011292	0.001129	6.436677	NaN	NaN	0.000000	0.000000	6.436677	0.113974	0.000017	2.881722	0.010937	NaN	96.035699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.110365	0.000000	0.000000	6.436677	NaN	NaN	-127.995623	0.018195	NaN	0.000000	0.004205	0.000789	0.000048	NaN	NaN	NaN	NaN
6.444149	-0.041670	0.006251	0.049997	0.007500	0.006276	0.000941	-70.165603	4.206856	-42.204157	4.000641	NaN	272.003571	NaN	-149.783437	NaN	0.348424	NaN	NaN	2.993935	0.916269	6.444149	0.010711	0.001071	6.444149	NaN	NaN	6264.833496	262.592834	47012.093750	6.444149	0.011322	0.001132	6.444149	NaN	NaN	0.000000	0.000000	6.444149	0.102169	0.000015	1.239947	0.010914	NaN	106.840170	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.109589	0.000000	0.000000	6.444149	NaN	NaN	-186.987283	0.017745	NaN	0.000000	0.004202	0.000788	0.000048	NaN	NaN	NaN	NaN
6.451620	-0.039929	0.005989	0.051496	0.007724	0.006230	0.000935	-57.087451	4.298675	-24.769372	4.064296	NaN	239.965658	NaN	-106.933662	NaN	0.921195	NaN	NaN	3.047061	0.932528	6.451620	0.010756	0.001076	6.451620	NaN	NaN	6272.305176	262.544098	46966.144531	6.451620	0.011401	0.001140	6.451620	NaN	NaN	0.000000	0.000000	6.451620	0.089369	0.000013	5.030858	0.010867	NaN	121.894886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.105219	0.000000	0.000000	6.451620	NaN	NaN	-194.693829	0.017667	NaN	0.000000	0.004199	0.000788	0.000048	NaN	NaN	NaN	NaN
6.459092	-0.040023	0.006003	0.051294	0.007694	0.006053	0.000908	-56.498996	4.295123	-27.565125	4.064658	NaN	237.389523	NaN	-113.035585	NaN	0.727577	NaN	NaN	3.082970	0.943518	6.459092	0.010803	0.001080	6.459092	NaN	NaN	6279.776367	262.495392	46920.195312	6.459092	0.011421	0.001142	6.459092	NaN	NaN	0.000000	0.000000	6.459092	0.090415	0.000014	3.746267	0.010865	NaN	120.328678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.106323	0.000000	0.000000	6.459092	NaN	NaN	-185.025071	0.017695	NaN	0.000000	0.004195	0.000787	0.000048	NaN	NaN	NaN	NaN
6.466563	-0.041908	0.006286	0.051407	0.007711	0.005933	0.000890	-43.548689	4.265143	-35.405515	4.017755	NaN	186.155699	NaN	-129.542903	NaN	0.189627	NaN	NaN	3.115201	0.953382	6.466563	0.010838	0.001084	6.466563	NaN	NaN	6287.248047	262.446686	46874.242187	6.466563	0.011409	0.001141	6.466563	NaN	NaN	0.000000	0.000000	6.466563	0.089258	0.000013	-63.951862	0.010568	NaN	-159.903651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.104293	0.000000	0.000000	6.466563	NaN	NaN	-164.140082	0.017399	NaN	0.000000	0.004192	0.000787	0.000048	NaN	NaN	NaN	NaN
6.474035	-0.035828	0.005374	0.051497	0.007725	0.006043	0.000907	-58.633993	4.179421	-31.034598	3.992208	NaN	271.786559	NaN	-119.086205	NaN	0.571770	NaN	NaN	3.091069	0.945996	6.474035	0.010780	0.001078	6.474035	NaN	NaN	6294.719727	262.397980	46828.292969	6.474035	0.011378	0.001138	6.474035	NaN	NaN	0.000000	0.000000	6.474035	0.090801	0.000014	-107.061949	0.010452	NaN	-211.020121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.105398	0.000000	0.000000	6.474035	NaN	NaN	-215.585862	0.017037	NaN	0.000000	0.004189	0.000786	0.000048	NaN	NaN	NaN	NaN
6.481506	-0.043501	0.006525	0.049494	0.007424	0.005619	0.000843	-52.008857	4.146544	-24.510460	3.907386	NaN	203.093188	NaN	-108.400742	NaN	0.819441	NaN	NaN	3.138875	0.960627	6.481506	0.010787	0.001079	6.481506	NaN	NaN	6302.190918	262.349274	46782.343750	6.481506	0.011359	0.001136	6.481506	NaN	NaN	0.000000	0.000000	6.481506	0.095998	0.000014	-95.305281	0.010567	NaN	-185.180799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.097318	0.000000	0.000000	6.481506	NaN	NaN	-238.851871	0.016981	NaN	0.000000	0.004185	0.000785	0.000048	NaN	NaN	NaN	NaN
6.488977	-0.049308	0.007396	0.051349	0.007702	0.005917	0.000887	-43.157309	4.129116	-18.473843	3.909692	NaN	155.720749	NaN	-93.325558	NaN	1.204271	NaN	NaN	3.117479	0.954079	6.488977	0.010795	0.001080	6.488977	NaN	NaN	6309.662598	262.300568	46736.390625	6.488977	0.011395	0.001140	6.488977	NaN	NaN	0.000000	0.000000	6.488977	0.096005	0.000014	-73.619886	0.010607	NaN	-159.494099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.096487	0.000000	0.000000	6.488977	NaN	NaN	-254.154413	0.016889	NaN	0.000000	0.004182	0.000785	0.000047	NaN	NaN	NaN	NaN
6.496449	-0.050072	0.007511	0.051703	0.007755	0.005802	0.000870	-16.539547	4.339669	-14.427475	3.884329	NaN	99.831158	NaN	-86.000714	NaN	0.313862	NaN	NaN	3.155696	0.965775	6.496449	0.010734	0.001073	6.496449	NaN	NaN	6317.133789	262.251862	46690.445312	6.496449	0.011395	0.001140	6.496449	NaN	NaN	0.000000	0.000000	6.496449	0.093934	0.000014	-140.272734	0.011031	NaN	-252.910798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.096312	0.000000	0.000000	6.496449	NaN	NaN	-260.342820	0.016790	NaN	0.000000	0.004179	0.000784	0.000047	NaN	NaN	NaN	NaN
6.503920	-0.052181	0.007827	0.050834	0.007625	0.005651	0.000848	-2.552805	4.164671	-4.559876	3.919145	NaN	80.148570	NaN	-78.262054	NaN	-6.536804	NaN	NaN	3.169317	0.969944	6.503920	0.010694	0.001069	6.503920	NaN	NaN	6324.605469	262.203156	46644.492187	6.503920	0.011361	0.001136	6.503920	NaN	NaN	0.000000	0.000000	6.503920	0.085853	0.000013	-160.854341	0.011199	NaN	-309.834924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.094254	0.000000	0.000000	6.503920	NaN	NaN	-242.527072	0.016734	NaN	0.000000	0.004175	0.000783	0.000047	NaN	NaN	NaN	NaN
6.511392	-0.049466	0.007420	0.048445	0.007267	0.005613	0.000842	-6.049770	4.140354	17.204316	3.834118	NaN	85.688091	NaN	95.400420	NaN	NaN	NaN	NaN	3.109563	0.951656	6.511392	0.010699	0.001070	6.511392	NaN	NaN	6332.076660	262.154449	46598.542969	6.511392	0.011405	0.001141	6.511392	NaN	NaN	0.000000	0.000000	6.511392	0.082765	0.000012	-187.292938	0.011269	NaN	-365.732068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0.000000	0.098233	0.000000	0.000000	6.511392	NaN	NaN	-245.613983	0.016693	NaN	0.000000	0.004172	0.000783	0.000047	NaN	NaN	NaN	NaN
