Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)	Ang b355/532 NF	Error Ang b355/532 NF	Ang Ext NF	Error Ang Ext NF
3.649823	0.137127	0.020569	0.038102	0.005715	0.001929	0.000289	24.191099	5.796755	2.956915	3.787490	176.413782	49.872213	77.605558	100.083662	5.195809	16.737451	3.165794	1.660133	4.303792	1.317140	3.649823	0.004876	0.000488	3.649823	0.004224	0.000422	3373.378662	267.952087	66225.265625	3.649823	0.023543	0.002354	3.649823	-0.002660	-0.000266	0.000000	0.000000	3.649823	0.028570	0.000004	-21.993454	0.025797	-769.820978	-910.304653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097178	0.000000	0.000000	3.649823	NaN	NaN	NaN	NaN	NaN	0.000000	0.005801	0.001088	0.000066	NaN	NaN	NaN	NaN
3.657294	0.144840	0.021726	0.039001	0.005850	0.001971	0.000296	27.553305	5.809335	3.130759	3.780101	190.232159	49.223266	80.273756	97.668183	5.376289	16.289684	3.243414	1.700836	4.306368	1.317929	3.657294	0.004868	0.000487	3.657294	0.004014	0.000401	3380.850098	267.931549	66161.078125	3.657294	0.023488	0.002349	3.657294	-0.004368	-0.000437	0.000000	0.000000	3.657294	0.029982	0.000004	-19.606686	0.025757	-653.942662	-864.672552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097290	0.000000	0.000000	3.657294	NaN	NaN	NaN	NaN	NaN	0.000000	0.005796	0.001087	0.000066	NaN	NaN	NaN	NaN
3.664766	0.162683	0.024402	0.038549	0.005782	0.002093	0.000314	24.786433	5.835953	1.243241	3.765283	152.360260	42.534568	32.251326	97.796175	7.397737	55.552485	3.559443	1.866561	4.203183	1.286350	3.664766	0.004863	0.000486	3.664766	0.003861	0.000386	3388.321533	267.911011	66096.890625	3.664766	0.023435	0.002344	3.664766	-0.006055	-0.000605	0.000000	0.000000	3.664766	0.034655	0.000005	40.586706	0.027566	1171.148506	814.596528	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096551	0.000000	0.000000	3.664766	NaN	NaN	NaN	NaN	NaN	0.000000	0.005791	0.001086	0.000066	NaN	NaN	NaN	NaN
3.672237	0.163702	0.024555	0.039836	0.005975	0.002058	0.000309	24.442706	5.824815	1.110806	3.755995	149.311769	42.043710	27.884135	94.378070	7.641656	64.033063	3.493641	1.832055	4.274956	1.308315	3.672237	0.004861	0.000486	3.672237	0.003812	0.000381	3395.792969	267.890472	66032.703125	3.672237	0.023479	0.002348	3.672237	-0.004439	-0.000444	0.000000	0.000000	3.672237	0.042835	0.000006	46.734234	0.027639	1091.018011	665.658190	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094932	0.000000	0.000000	3.672237	NaN	NaN	NaN	NaN	NaN	0.000000	0.005786	0.001085	0.000066	NaN	NaN	NaN	NaN
3.679708	0.163663	0.024549	0.040634	0.006095	0.002101	0.000315	26.426908	5.835144	1.088630	3.747929	161.471374	43.102276	26.791371	92.324649	7.884449	67.239972	3.444069	1.806059	4.273257	1.307796	3.679708	0.004838	0.000484	3.679708	0.003172	0.000317	3403.264404	267.869934	65968.515625	3.679708	0.023537	0.002354	3.679708	-0.002341	-0.000234	0.000000	0.000000	3.679708	0.048577	0.000007	7.591686	0.027260	156.282141	561.663347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093157	0.000000	0.000000	3.679708	NaN	NaN	NaN	NaN	NaN	0.000000	0.005780	0.001084	0.000066	NaN	NaN	NaN	NaN
3.687180	0.165665	0.024850	0.042220	0.006333	0.002307	0.000346	30.880396	5.855293	5.550103	3.885693	186.403093	45.066666	131.455976	94.122536	4.242759	7.607470	3.379428	1.772162	4.193959	1.283527	3.687180	0.004833	0.000483	3.687180	0.003023	0.000302	3410.735840	267.849396	65904.328125	3.687180	0.023556	0.002356	3.687180	-0.001607	-0.000161	0.000000	0.000000	3.687180	0.047681	0.000007	8.576266	0.027199	179.867997	571.081368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.091544	0.000000	0.000000	3.687180	NaN	NaN	NaN	NaN	NaN	0.000000	0.005775	0.001084	0.000066	NaN	NaN	NaN	NaN
3.694651	0.178391	0.026759	0.040990	0.006149	0.002230	0.000334	29.519510	5.814441	11.116580	3.876575	165.476441	40.969026	271.201359	102.951440	2.414219	2.390212	3.635483	1.906436	4.200189	1.285434	3.694651	0.004847	0.000485	3.694651	0.003396	0.000340	3418.207275	267.828857	65840.140625	3.694651	0.023598	0.002360	3.694651	-0.000089	-0.000009	0.000000	0.000000	3.694651	0.047631	0.000007	30.493270	0.027132	640.191607	577.662472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089993	0.000000	0.000000	3.694651	NaN	NaN	NaN	NaN	NaN	0.000000	0.005770	0.001083	0.000066	NaN	NaN	NaN	NaN
3.702123	0.186406	0.027961	0.040754	0.006113	0.002410	0.000361	29.679651	5.806945	14.859923	3.850088	159.220506	39.253755	364.621871	109.160695	1.710136	1.372536	3.758388	1.970887	4.080030	1.248660	3.702123	0.004871	0.000487	3.702123	0.004074	0.000407	3425.678711	267.808319	65775.953125	3.702123	0.023615	0.002362	3.702123	0.000600	0.000060	0.000000	0.000000	3.702123	0.037697	0.000006	32.374362	0.027004	858.793733	727.827458	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090302	0.000000	0.000000	3.702123	NaN	NaN	NaN	NaN	NaN	0.000000	0.005765	0.001082	0.000065	NaN	NaN	NaN	NaN
3.709594	0.180612	0.027092	0.042232	0.006335	0.002627	0.000394	27.520677	5.874234	6.256471	3.998475	152.374239	39.751884	148.146422	97.252395	3.661872	6.099380	3.592313	1.883798	4.006882	1.226274	3.709594	0.004849	0.000485	3.709594	0.003455	0.000345	3433.150146	267.787781	65711.765625	3.709594	0.023479	0.002348	3.709594	-0.003882	-0.000388	0.000000	0.000000	3.709594	0.036181	0.000005	18.312424	0.027161	506.139363	754.524765	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089936	0.000000	0.000000	3.709594	NaN	NaN	NaN	NaN	NaN	0.000000	0.005760	0.001081	0.000065	NaN	NaN	NaN	NaN
3.717066	0.201655	0.030248	0.042145	0.006322	0.002608	0.000391	20.002801	5.686360	6.308540	3.990479	99.193133	31.883162	149.686851	97.310497	2.852645	4.890410	3.869828	2.029326	4.014077	1.228475	3.717066	0.004870	0.000487	3.717066	0.004067	0.000407	3440.621826	267.767212	65647.578125	3.717066	0.023352	0.002335	3.717066	-0.007929	-0.000793	0.000000	0.000000	3.717066	0.032683	0.000005	26.179724	0.027045	801.016844	836.156366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088981	0.000000	0.000000	3.717066	NaN	NaN	NaN	NaN	NaN	0.000000	0.005754	0.001080	0.000065	NaN	NaN	NaN	NaN
3.724537	0.201059	0.030159	0.042327	0.006349	0.002730	0.000409	19.739593	5.671887	8.978640	4.027705	98.178269	31.822744	212.127521	100.336690	1.947412	2.564555	3.851871	2.019909	3.954849	1.210349	3.724537	0.004848	0.000485	3.724537	0.003436	0.000344	3448.093262	267.746674	65583.390625	3.724537	0.023340	0.002334	3.724537	-0.008206	-0.000821	0.000000	0.000000	3.724537	0.036046	0.000005	26.377365	0.026992	731.768310	756.831341	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088022	0.000000	0.000000	3.724537	NaN	NaN	NaN	NaN	NaN	0.000000	0.005749	0.001079	0.000065	NaN	NaN	NaN	NaN
3.732009	0.194667	0.029200	0.042410	0.006362	0.002884	0.000433	17.327377	5.692947	8.640376	4.023950	89.010344	32.148206	203.733771	99.681864	1.720142	2.423543	3.767136	1.975474	3.878321	1.186929	3.732009	0.004840	0.000484	3.732009	0.003218	0.000322	3455.564697	267.726135	65519.203125	3.732009	0.023350	0.002335	3.732009	-0.007753	-0.000775	0.000000	0.000000	3.732009	0.032081	0.000005	-6.592700	0.027613	-205.501346	-861.265159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087237	0.000000	0.000000	3.732009	NaN	NaN	NaN	NaN	NaN	0.000000	0.005744	0.001078	0.000065	NaN	NaN	NaN	NaN
3.739480	0.184718	0.027708	0.041177	0.006177	0.002816	0.000422	5.796207	5.763885	6.879526	4.087522	31.378640	31.556654	167.071896	102.381567	-0.423573	-1.212948	3.710396	1.945721	3.870336	1.184485	3.739480	0.004856	0.000486	3.739480	0.003657	0.000366	3463.036133	267.705597	65455.015625	3.739480	0.023369	0.002337	3.739480	-0.006952	-0.000695	0.000000	0.000000	3.739480	0.033003	0.000005	-3.232992	0.027586	-97.961870	-835.997364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.085773	0.000000	0.000000	3.739480	NaN	NaN	NaN	NaN	NaN	0.000000	0.005739	0.001077	0.000065	NaN	NaN	NaN	NaN
3.746952	0.176359	0.026454	0.039909	0.005986	0.002936	0.000440	3.593286	5.754803	2.475024	4.164947	20.374887	32.774075	62.016066	104.773809	0.921615	5.292592	3.673208	1.926219	3.764886	1.152213	3.746952	0.004877	0.000488	3.746952	0.004255	0.000425	3470.507568	267.685059	65390.828125	3.746952	0.023454	0.002345	3.746952	-0.004045	-0.000405	0.000000	0.000000	3.746952	0.031356	0.000005	0.254922	0.027535	8.129840	878.141390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084707	0.000000	0.000000	3.746952	NaN	NaN	NaN	NaN	NaN	0.000000	0.005734	0.001076	0.000065	NaN	NaN	NaN	NaN
3.754423	0.185421	0.027813	0.039718	0.005958	0.003039	0.000456	2.481002	5.711742	0.195982	4.135432	13.380374	30.869498	4.934370	104.123091	6.274989	329.261396	3.808980	1.997418	3.708226	1.134872	3.754423	0.004897	0.000490	3.754423	0.004813	0.000481	3477.979004	267.664520	65326.640625	3.754423	0.023433	0.002343	3.754423	-0.004621	-0.000462	0.000000	0.000000	3.754423	0.026209	0.000004	-7.280112	0.027567	-277.770171	-1052.618718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084379	0.000000	0.000000	3.754423	NaN	NaN	NaN	NaN	NaN	0.000000	0.005729	0.001075	0.000065	NaN	NaN	NaN	NaN
3.761894	0.189436	0.028415	0.039102	0.005865	0.003159	0.000474	4.288833	5.713648	0.199047	4.127213	22.639982	30.351910	5.090502	105.553611	7.589700	389.828998	3.900587	2.045456	3.629669	1.110830	3.761894	0.004930	0.000493	3.761894	0.005737	0.000574	3485.450439	267.643982	65262.453125	3.761894	0.023408	0.002341	3.761894	-0.005364	-0.000536	0.000000	0.000000	3.761894	0.025039	0.000004	-20.008633	0.027597	-799.087946	-1108.629756	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.083840	0.000000	0.000000	3.761894	NaN	NaN	NaN	NaN	NaN	0.000000	0.005723	0.001074	0.000065	NaN	NaN	NaN	NaN
3.769366	0.182515	0.027377	0.038976	0.005846	0.003178	0.000477	-0.495606	5.810420	2.448058	4.013322	-2.715427	-31.837921	62.810154	103.400468	NaN	NaN	3.816564	2.001395	3.616334	1.106750	3.769366	0.004912	0.000491	3.769366	0.005241	0.000524	3492.921875	267.623444	65198.265625	3.769366	0.023453	0.002345	3.769366	-0.003824	-0.000382	0.000000	0.000000	3.769366	0.022198	0.000003	-21.550580	0.027542	-970.813488	-1249.242792	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082250	0.000000	0.000000	3.769366	NaN	NaN	NaN	NaN	NaN	0.000000	0.005718	0.001073	0.000065	NaN	NaN	NaN	NaN
3.776837	0.194120	0.029118	0.038433	0.005765	0.003378	0.000507	-0.463191	5.799463	0.123568	3.948692	-2.386110	-29.877862	3.215171	102.743784	NaN	NaN	4.003608	2.099479	3.508146	1.073639	3.776837	0.004907	0.000491	3.776837	0.005104	0.000510	3500.393311	267.602905	65134.078125	3.776837	0.023457	0.002346	3.776837	-0.003522	-0.000352	0.000000	0.000000	3.776837	0.021419	0.000003	-24.560126	0.027502	-1146.676804	-1295.500427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080992	0.000000	0.000000	3.776837	NaN	NaN	NaN	NaN	NaN	0.000000	0.005713	0.001072	0.000065	NaN	NaN	NaN	NaN
3.784309	0.199050	0.029857	0.038885	0.005833	0.003471	0.000521	-3.978847	5.742794	-1.356846	3.945810	-19.989215	-29.006446	-34.893656	-101.608251	2.659483	21.343884	4.036681	2.116823	3.485722	1.066777	3.784309	0.004901	0.000490	3.784309	0.004929	0.000493	3507.864746	267.582367	65069.890625	3.784309	0.023457	0.002346	3.784309	-0.003360	-0.000336	0.000000	0.000000	3.784309	0.019788	0.000003	-30.553953	0.027462	-1544.092378	-1407.035097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080482	0.000000	0.000000	3.784309	NaN	NaN	NaN	NaN	NaN	0.000000	0.005708	0.001071	0.000065	NaN	NaN	NaN	NaN
3.791780	0.186582	0.027987	0.039486	0.005923	0.003704	0.000556	-5.438845	5.796472	-0.202069	3.954359	-29.149886	-31.372808	-5.117524	-100.149654	8.139690	394.349810	3.838899	2.013107	3.414142	1.044870	3.791780	0.004898	0.000490	3.791780	0.004838	0.000484	3515.336426	267.561829	65005.699219	3.791780	0.023524	0.002352	3.791780	-0.001023	-0.000102	0.000000	0.000000	3.791780	0.018229	0.000003	-40.245699	0.027451	-2207.794174	-1541.885410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081205	0.000000	0.000000	3.791780	NaN	NaN	NaN	NaN	NaN	0.000000	0.005703	0.001070	0.000065	NaN	NaN	NaN	NaN
3.799252	0.198759	0.029814	0.038221	0.005733	0.003635	0.000545	-8.425445	5.755427	-3.102190	4.092451	-42.390282	-29.646739	-81.164110	-107.762702	2.469924	9.070554	4.075642	2.137254	3.394241	1.038780	3.799252	0.004912	0.000491	3.799252	0.005243	0.000524	3522.807861	267.531677	64945.539062	3.799252	0.023521	0.002352	3.799252	-0.000969	-0.000097	0.000000	0.000000	3.799252	0.016872	0.000003	-47.349551	0.027406	-2806.432037	-1678.011051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080401	0.000000	0.000000	3.799252	NaN	NaN	NaN	NaN	NaN	0.000000	0.005698	0.001069	0.000065	NaN	NaN	NaN	NaN
3.806723	0.189087	0.028363	0.038314	0.005747	0.003608	0.000541	-10.156039	5.753085	-7.596721	4.108897	-53.710925	-31.474214	-198.274470	-111.289863	0.717758	1.389687	3.946319	2.069438	3.408627	1.043182	3.806723	0.004909	0.000491	3.806723	0.005167	0.000517	3530.279297	267.500610	64885.765625	3.806723	0.023552	0.002355	3.806723	0.000164	0.000016	0.000000	0.000000	3.806723	0.016041	0.000002	-12.528126	0.027591	-781.014606	-1724.031722	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080925	0.000000	0.000000	3.806723	NaN	NaN	NaN	NaN	NaN	0.000000	0.005693	0.001068	0.000065	NaN	NaN	NaN	NaN
3.814195	0.181024	0.027154	0.039814	0.005972	0.003808	0.000571	-10.369999	5.737812	-2.299145	4.306340	-57.285176	-32.840481	-57.747360	-108.508127	3.723817	17.978449	3.743681	1.963175	3.386234	1.036329	3.814195	0.004913	0.000491	3.814195	0.005270	0.000527	3537.750732	267.469513	64825.992187	3.814195	0.023676	0.002368	3.814195	0.004169	0.000417	0.000000	0.000000	3.814195	0.019908	0.000003	-51.641309	0.027033	-2593.946331	-1412.512485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080956	0.000000	0.000000	3.814195	NaN	NaN	NaN	NaN	NaN	0.000000	0.005689	0.001067	0.000065	NaN	NaN	NaN	NaN
3.821666	0.188385	0.028258	0.040628	0.006094	0.003938	0.000591	-16.200985	5.621867	1.290574	4.364588	-85.999561	-32.511287	31.765915	107.534639	NaN	NaN	3.792185	1.988610	3.366971	1.030434	3.821666	0.004934	0.000493	3.821666	0.005876	0.000588	3545.222168	267.438446	64766.222656	3.821666	0.023694	0.002369	3.821666	0.004872	0.000487	0.000000	0.000000	3.821666	0.016606	0.000002	-59.396304	0.027035	-3576.822942	-1714.147259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081688	0.000000	0.000000	3.821666	NaN	NaN	NaN	NaN	NaN	0.000000	0.005684	0.001066	0.000065	NaN	NaN	NaN	NaN
3.829138	0.185090	0.027763	0.039821	0.005973	0.004096	0.000614	-12.285618	5.689514	-2.444271	4.376819	-66.376540	-32.311468	-61.381498	-110.297362	3.991544	18.250011	3.798145	1.991735	3.281271	1.004206	3.829138	0.004968	0.000497	3.829138	0.006841	0.000684	3552.693604	267.407349	64706.449219	3.829138	0.023705	0.002370	3.829138	0.005320	0.000532	0.000000	0.000000	3.829138	0.021818	0.000003	-54.249461	0.027004	-2486.459169	-1292.654627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079683	0.000000	0.000000	3.829138	NaN	NaN	NaN	NaN	NaN	0.000000	0.005680	0.001066	0.000065	NaN	NaN	NaN	NaN
3.836609	0.175846	0.026377	0.039043	0.005856	0.004188	0.000628	-14.494730	5.692994	-4.639638	4.391691	-82.428542	-34.655569	-118.833380	-113.886408	2.816011	7.133979	3.720257	1.950891	3.220668	0.985659	3.836609	0.004990	0.000499	3.836609	0.007478	0.000748	3560.165039	267.376282	64646.679687	3.836609	0.023738	0.002374	3.836609	0.006416	0.000642	0.000000	0.000000	3.836609	0.014662	0.000002	-17.719864	0.025866	-1208.535981	-1773.383395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079334	0.000000	0.000000	3.836609	NaN	NaN	NaN	NaN	NaN	0.000000	0.005675	0.001065	0.000064	NaN	NaN	NaN	NaN
3.844081	0.181828	0.027274	0.038830	0.005825	0.004228	0.000634	-20.011946	5.705791	3.193391	4.411123	-110.059630	-35.457824	82.239338	114.267383	NaN	NaN	3.816463	2.001342	3.199001	0.979028	3.844081	0.005000	0.000500	3.844081	0.007775	0.000777	3567.636475	267.345184	64586.906250	3.844081	0.023719	0.002372	3.844081	0.005899	0.000590	0.000000	0.000000	3.844081	0.013259	0.000002	-11.216222	0.025776	-845.938814	-1948.173419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.078045	0.000000	0.000000	3.844081	NaN	NaN	NaN	NaN	NaN	0.000000	0.005670	0.001064	0.000064	NaN	NaN	NaN	NaN
3.851552	0.189249	0.028387	0.039246	0.005887	0.004202	0.000630	-16.040587	5.580012	1.290487	4.406849	-84.759365	-32.109411	32.881702	112.395115	NaN	NaN	3.889006	2.039383	3.223466	0.986516	3.851552	0.004987	0.000499	3.851552	0.007403	0.000740	3575.107910	267.314117	64527.136719	3.851552	0.023695	0.002369	3.851552	0.005240	0.000524	0.000000	0.000000	3.851552	0.008528	0.000001	-6.078134	0.025638	-712.703370	-3008.135623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076828	0.000000	0.000000	3.851552	NaN	NaN	NaN	NaN	NaN	0.000000	0.005666	0.001063	0.000064	NaN	NaN	NaN	NaN
3.859023	0.196110	0.029416	0.039127	0.005869	0.004229	0.000634	-18.392329	5.597536	2.602689	4.371348	-93.785976	-31.821420	66.519557	112.167656	NaN	NaN	3.984591	2.089507	3.209736	0.982313	3.859023	0.004976	0.000498	3.859023	0.007083	0.000708	3582.579346	267.283020	64467.363281	3.859023	0.023628	0.002363	3.859023	0.003234	0.000323	0.000000	0.000000	3.859023	0.012893	0.000002	12.059094	0.026181	935.298166	2035.447927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074697	0.000000	0.000000	3.859023	NaN	NaN	NaN	NaN	NaN	0.000000	0.005661	0.001062	0.000064	NaN	NaN	NaN	NaN
3.866495	0.205635	0.030845	0.037915	0.005687	0.004133	0.000620	-13.154784	5.682687	-2.223536	4.425931	-63.971481	-29.253381	-58.644836	-117.063081	4.394497	22.126746	4.179584	2.191761	3.197669	0.978621	3.866495	0.004984	0.000498	3.866495	0.007314	0.000731	3590.051025	267.251953	64407.593750	3.866495	0.023609	0.002361	3.866495	0.002744	0.000274	0.000000	0.000000	3.866495	0.015742	0.000002	31.540895	0.026224	2003.603732	1692.739085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073231	0.000000	0.000000	3.866495	NaN	NaN	NaN	NaN	NaN	0.000000	0.005657	0.001061	0.000064	NaN	NaN	NaN	NaN
3.873966	0.205146	0.030772	0.037742	0.005661	0.004150	0.000623	-17.934524	5.687544	-6.271068	4.346277	-87.423080	-30.669222	-166.154894	-117.822847	2.597563	4.894133	4.185005	2.194604	3.184972	0.974735	3.873966	0.005004	0.000500	3.873966	0.007901	0.000790	3597.522461	267.220856	64347.820312	3.873966	0.023696	0.002370	3.873966	0.005427	0.000543	0.000000	0.000000	3.873966	0.013770	0.000002	40.093511	0.025962	2911.756786	1935.426030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073186	0.000000	0.000000	3.873966	NaN	NaN	NaN	NaN	NaN	0.000000	0.005652	0.001060	0.000064	NaN	NaN	NaN	NaN
3.881438	0.204829	0.030724	0.039199	0.005880	0.004172	0.000626	-14.651347	5.723207	-5.590529	4.350238	-71.529489	-29.930556	-142.618638	-113.020977	2.381699	5.126292	4.087559	2.143504	3.231920	0.989103	3.881438	0.004985	0.000499	3.881438	0.007369	0.000737	3604.993896	267.189789	64288.046875	3.881438	0.023736	0.002374	3.881438	0.006694	0.000669	0.000000	0.000000	3.881438	0.013228	0.000002	22.711660	0.026139	1716.996068	1992.832307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070716	0.000000	0.000000	3.881438	NaN	NaN	NaN	NaN	NaN	0.000000	0.005647	0.001060	0.000064	NaN	NaN	NaN	NaN
3.888909	0.202283	0.030342	0.038935	0.005840	0.004162	0.000624	-8.665301	5.744176	-3.053415	4.347373	-42.837537	-29.114670	-78.424225	-112.276345	2.578491	10.010725	4.073373	2.136064	3.225615	0.987173	3.888909	0.004974	0.000497	3.888909	0.007060	0.000706	3612.465332	267.158691	64228.277344	3.888909	0.023757	0.002376	3.888909	0.007395	0.000739	0.000000	0.000000	3.888909	0.014024	0.000002	-0.478119	0.026021	-34.092579	-1855.432183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069243	0.000000	0.000000	3.888909	NaN	NaN	NaN	NaN	NaN	0.000000	0.005643	0.001059	0.000064	NaN	NaN	NaN	NaN
3.896381	0.193877	0.029082	0.038748	0.005812	0.004117	0.000618	-8.841679	5.735793	-2.489148	4.339397	-45.604517	-30.365224	-64.239518	-112.404212	3.133388	14.408136	3.980335	2.087276	3.234561	0.989911	3.896381	0.004973	0.000497	3.896381	0.007031	0.000703	3619.936768	267.127625	64168.507812	3.896381	0.023764	0.002376	3.896381	0.007624	0.000762	0.000000	0.000000	3.896381	0.016591	0.000002	-14.315255	0.025794	-862.847827	-1560.080405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067393	0.000000	0.000000	3.896381	NaN	NaN	NaN	NaN	NaN	0.000000	0.005638	0.001058	0.000064	NaN	NaN	NaN	NaN
3.903852	0.199665	0.029950	0.039202	0.005880	0.004046	0.000607	-6.609199	5.769709	0.706590	4.366125	-33.101359	-29.320346	18.024160	111.406752	NaN	NaN	4.024233	2.110295	3.276239	1.002666	3.903852	0.004970	0.000497	3.903852	0.006942	0.000694	3627.408203	267.096527	64108.734375	3.903852	0.023807	0.002381	3.903852	0.008941	0.000894	0.000000	0.000000	3.903852	0.012223	0.000002	-23.267082	0.025908	-1903.574394	-2138.806651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066334	0.000000	0.000000	3.903852	NaN	NaN	NaN	NaN	NaN	0.000000	0.005634	0.001057	0.000064	NaN	NaN	NaN	NaN
