Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)	Ang b355/532 NF	Error Ang b355/532 NF	Ang Ext NF	Error Ang Ext NF
6.668293	0.200783	0.030117	0.084689	0.012703	0.041417	0.006213	45.046027	6.728687	-2.905148	4.778902	224.351688	47.492910	-34.303575	-56.662712	NaN	NaN	2.133944	1.119034	1.031953	0.315821	6.668293	0.005476	0.000548	6.668293	0.010412	0.001041	6391.848633	250.915344	44574.480469	6.668293	0.023831	0.002383	6.668293	0.015712	0.001571	0.000000	0.000000	6.668293	0.081399	0.000012	137.786706	0.040535	1692.730149	558.969550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102677	0.000000	0.000000	6.668293	NaN	NaN	NaN	NaN	NaN	0.000000	0.004170	0.000782	0.000047	NaN	NaN	NaN	NaN
6.675764	0.213199	0.031980	0.084704	0.012706	0.040344	0.006052	54.513969	6.795750	2.909577	4.843843	255.695476	49.870642	34.350076	57.417415	7.244161	29.896224	2.281848	1.196594	1.070063	0.327484	6.675764	0.005438	0.000544	6.675764	0.010139	0.001014	6399.319824	250.859482	44530.843750	6.675764	0.023919	0.002392	6.675764	0.017210	0.001721	0.000000	0.000000	6.675764	0.078347	0.000012	229.607720	0.040813	2930.655212	681.624099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107793	0.000000	0.000000	6.675764	NaN	NaN	NaN	NaN	NaN	0.000000	0.004167	0.000782	0.000047	NaN	NaN	NaN	NaN
6.683235	0.206245	0.030937	0.085219	0.012783	0.039803	0.005970	70.384745	6.741059	-4.321831	4.725008	341.268037	60.734917	-50.714123	-55.964577	NaN	NaN	2.184864	1.145736	1.098320	0.336132	6.683235	0.005371	0.000537	6.683235	0.009558	0.000956	6406.791504	250.803619	44487.199219	6.683235	0.023863	0.002386	6.683235	0.016041	0.001604	0.000000	0.000000	6.683235	0.089832	0.000013	131.324676	0.039960	1461.887989	495.938566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104990	0.000000	0.000000	6.683235	NaN	NaN	NaN	NaN	NaN	0.000000	0.004163	0.000781	0.000047	NaN	NaN	NaN	NaN
6.690707	0.217605	0.032641	0.082972	0.012446	0.039184	0.005878	74.787839	6.741683	1.492572	4.701738	343.686979	60.146164	17.988841	56.730705	9.675911	75.378357	2.383470	1.249885	1.082351	0.331245	6.690707	0.005375	0.000538	6.690707	0.009688	0.000969	6414.262695	250.747757	44443.558594	6.690707	0.023796	0.002380	6.690707	0.014635	0.001463	0.000000	0.000000	6.690707	0.074038	0.000011	43.204635	0.040677	583.548774	556.336015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105956	0.000000	0.000000	6.690707	NaN	NaN	NaN	NaN	NaN	0.000000	0.004160	0.000781	0.000047	NaN	NaN	NaN	NaN
6.698178	0.241660	0.036249	0.078747	0.011812	0.038046	0.005707	83.775866	6.785078	7.031654	4.657690	346.668135	59.096004	89.294783	60.645502	6.125008	10.104062	2.771884	1.453567	1.049466	0.321180	6.698178	0.005391	0.000539	6.698178	0.009935	0.000994	6421.734375	250.691895	44399.917969	6.698178	0.023545	0.002355	6.698178	0.009624	0.000962	0.000000	0.000000	6.698178	0.057905	0.000009	92.748835	0.039592	1601.737166	724.726532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.106178	0.000000	0.000000	6.698178	NaN	NaN	NaN	NaN	NaN	0.000000	0.004157	0.000780	0.000047	NaN	NaN	NaN	NaN
6.705650	0.236007	0.035401	0.076825	0.011524	0.037214	0.005582	84.184892	6.782187	3.946126	4.644397	356.705346	60.734673	51.364804	60.942852	7.565109	22.061880	2.774420	1.454897	1.045733	0.320038	6.705650	0.005375	0.000538	6.705650	0.009866	0.000987	6429.205566	250.636032	44356.277344	6.705650	0.023434	0.002343	6.705650	0.007211	0.000721	0.000000	0.000000	6.705650	0.050907	0.000008	116.760879	0.039508	2293.600966	848.921342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113187	0.000000	0.000000	6.705650	NaN	NaN	NaN	NaN	NaN	0.000000	0.004154	0.000779	0.000047	NaN	NaN	NaN	NaN
6.713121	0.242402	0.036360	0.076905	0.011536	0.036242	0.005436	80.833214	6.759012	-11.290392	4.466122	333.467575	57.266940	-146.809337	-62.108220	NaN	NaN	2.837953	1.488214	1.085429	0.332187	6.713121	0.005387	0.000539	6.713121	0.010089	0.001009	6436.677246	250.580170	44312.632812	6.713121	0.023287	0.002329	6.713121	0.004021	0.000402	0.000000	0.000000	6.713121	0.045387	0.000007	54.516747	0.039738	1201.144102	893.877586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.116275	0.000000	0.000000	6.713121	NaN	NaN	NaN	NaN	NaN	0.000000	0.004151	0.000779	0.000047	NaN	NaN	NaN	NaN
6.720593	0.256379	0.038457	0.073912	0.011087	0.035438	0.005316	70.515001	6.779813	-10.686425	4.461919	275.042306	49.004068	-144.583627	-64.145706	NaN	NaN	3.074673	1.612349	1.060496	0.324556	6.720593	0.005360	0.000536	6.720593	0.009900	0.000990	6444.148926	250.524307	44268.988281	6.720593	0.023118	0.002312	6.720593	0.000351	0.000035	0.000000	0.000000	6.720593	0.060191	0.000009	-33.794529	0.038885	-561.459303	-651.494193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122870	0.000000	0.000000	6.720593	NaN	NaN	NaN	NaN	NaN	0.000000	0.004148	0.000778	0.000047	NaN	NaN	NaN	NaN
6.728064	0.242218	0.036333	0.073444	0.011017	0.034600	0.005190	96.375926	7.050174	-11.955811	4.449756	397.888444	66.402491	-162.788423	-65.322714	NaN	NaN	2.949920	1.546929	1.085859	0.332318	6.728064	0.005305	0.000531	6.728064	0.009397	0.000940	6451.620117	250.468445	44225.351562	6.728064	0.023307	0.002331	6.728064	0.003838	0.000384	0.000000	0.000000	6.728064	0.046573	0.000007	-62.624739	0.039098	-1344.665980	-863.400827	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124356	0.000000	0.000000	6.728064	NaN	NaN	NaN	NaN	NaN	0.000000	0.004144	0.000778	0.000047	NaN	NaN	NaN	NaN
6.735536	0.221224	0.033184	0.069128	0.010369	0.033687	0.005053	111.251094	7.062754	5.411006	4.211637	502.888160	81.911081	78.274868	62.046004	7.473826	14.428114	2.875499	1.507903	1.037102	0.317397	6.735536	0.005273	0.000527	6.735536	0.009134	0.000913	6459.091797	250.412582	44181.707031	6.735536	0.023435	0.002343	6.735536	0.006183	0.000618	0.000000	0.000000	6.735536	0.034115	0.000005	-104.194753	0.039298	-3054.227509	-1239.676649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125190	0.000000	0.000000	6.735536	NaN	NaN	NaN	NaN	NaN	0.000000	0.004141	0.000777	0.000047	NaN	NaN	NaN	NaN
6.743007	0.225263	0.033789	0.067045	0.010057	0.032999	0.004950	99.664907	7.143708	2.491711	4.225786	442.438690	73.553527	37.164928	63.275464	9.118937	38.264457	2.995873	1.571027	1.022712	0.312993	6.743007	0.005291	0.000529	6.743007	0.009441	0.000944	6466.562988	250.356720	44138.066406	6.743007	0.023273	0.002327	6.743007	0.002560	0.000256	0.000000	0.000000	6.743007	0.037776	0.000006	-21.553679	0.039071	-570.564647	-1037.801432	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122335	0.000000	0.000000	6.743007	NaN	NaN	NaN	NaN	NaN	0.000000	0.004138	0.000776	0.000047	NaN	NaN	NaN	NaN
6.750479	0.255949	0.038392	0.063280	0.009492	0.032327	0.004849	111.348098	7.269139	6.726242	4.213767	435.039931	71.168426	106.293400	68.471475	6.938112	10.802855	3.454441	1.811498	0.968993	0.296552	6.750479	0.005300	0.000530	6.750479	0.009648	0.000965	6474.034668	250.300858	44094.421875	6.750479	0.023198	0.002320	6.750479	0.000666	0.000067	0.000000	0.000000	6.750479	0.036758	0.000006	-14.596152	0.039007	-397.086880	-1062.857632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125606	0.000000	0.000000	6.750479	NaN	NaN	NaN	NaN	NaN	0.000000	0.004135	0.000776	0.000047	NaN	NaN	NaN	NaN
6.757950	0.240276	0.036041	0.062829	0.009424	0.031460	0.004719	109.714486	7.276195	-1.709311	4.212349	456.618869	74.888638	-27.205851	-67.168973	NaN	NaN	3.315918	1.738857	0.997886	0.305395	6.757950	0.005255	0.000525	6.757950	0.009216	0.000922	6481.505859	250.245010	44050.785156	6.757950	0.023204	0.002320	6.757950	0.000428	0.000043	0.000000	0.000000	6.757950	0.038462	0.000006	-64.990822	0.038815	-1689.754625	-1040.532440	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.132539	0.000000	0.000000	6.757950	NaN	NaN	NaN	NaN	NaN	0.000000	0.004132	0.000775	0.000047	NaN	NaN	NaN	NaN
6.765422	0.245603	0.036840	0.061433	0.009215	0.030136	0.004520	90.869440	7.275080	-3.801653	4.215359	369.984838	62.908011	-61.882781	-69.242040	NaN	NaN	3.425660	1.796406	1.027522	0.314465	6.765422	0.005260	0.000526	6.765422	0.009380	0.000938	6488.977539	250.189133	44007.140625	6.765422	0.023324	0.002332	6.765422	0.002664	0.000266	0.000000	0.000000	6.765422	0.040073	0.000006	-94.056824	0.038643	-2347.161251	-1026.596446	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.128641	0.000000	0.000000	6.765422	NaN	NaN	NaN	NaN	NaN	0.000000	0.004129	0.000775	0.000047	NaN	NaN	NaN	NaN
6.772893	0.231485	0.034723	0.058857	0.008829	0.028931	0.004340	87.188108	7.297693	-7.892478	4.275859	376.647012	64.697590	-134.095539	-75.381260	NaN	NaN	3.385204	1.775190	1.024609	0.313573	6.772893	0.005270	0.000527	6.772893	0.009623	0.000962	6496.448730	250.133286	43963.500000	6.772893	0.023299	0.002330	6.772893	0.001731	0.000173	0.000000	0.000000	6.772893	0.042831	0.000006	-107.747808	0.038494	-2515.671458	-974.749349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.132988	0.000000	0.000000	6.772893	NaN	NaN	NaN	NaN	NaN	0.000000	0.004125	0.000774	0.000047	NaN	NaN	NaN	NaN
6.780364	0.212874	0.031931	0.056662	0.008499	0.027948	0.004192	79.966146	7.457107	-4.424491	4.337636	375.649896	66.348937	-78.086249	-77.444263	NaN	NaN	3.271991	1.715822	1.019616	0.312045	6.780364	0.005242	0.000524	6.780364	0.009377	0.000938	6503.920410	250.077423	43919.855469	6.780364	0.023279	0.002328	6.780364	0.000922	0.000092	0.000000	0.000000	6.780364	0.041404	0.000006	-163.397822	0.038617	-3946.385773	-1104.669320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131944	0.000000	0.000000	6.780364	NaN	NaN	NaN	NaN	NaN	0.000000	0.004122	0.000773	0.000047	NaN	NaN	NaN	NaN
6.787836	0.195800	0.029370	0.054257	0.008138	0.027138	0.004071	80.827601	7.445578	-10.389407	4.453373	412.807868	72.665324	-191.486711	-86.960474	NaN	NaN	3.172525	1.663662	0.999473	0.305880	6.787836	0.005233	0.000523	6.787836	0.009362	0.000936	6511.392090	250.021561	43876.214844	6.787836	0.023447	0.002345	6.787836	0.004414	0.000441	0.000000	0.000000	6.787836	0.038671	0.000006	-197.799896	0.038519	-5114.904404	-1257.289345	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134404	0.000000	0.000000	6.787836	NaN	NaN	NaN	NaN	NaN	0.000000	0.004119	0.000773	0.000047	NaN	NaN	NaN	NaN
6.795307	0.175326	0.026299	0.052591	0.007889	0.026368	0.003955	85.553212	7.358860	-7.317287	4.430458	487.966784	84.375343	-139.136452	-86.790811	NaN	NaN	2.976589	1.560914	0.996038	0.304829	6.795307	0.005241	0.000524	6.795307	0.009586	0.000959	6518.863281	249.965698	43832.574219	6.795307	0.023566	0.002357	6.795307	0.006928	0.000693	0.000000	0.000000	6.795307	0.034411	0.000005	-229.200057	0.038275	-6660.679131	-1495.122885	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.138128	0.000000	0.000000	6.795307	NaN	NaN	NaN	NaN	NaN	0.000000	0.004116	0.000772	0.000047	NaN	NaN	NaN	NaN
6.802779	0.164327	0.024649	0.053210	0.007981	0.025587	0.003838	75.487773	7.501239	4.799903	4.482636	459.376052	82.655077	90.207180	85.324339	6.811372	15.813722	2.787499	1.461756	1.056295	0.323270	6.802779	0.005203	0.000520	6.802779	0.009180	0.000918	6526.334961	249.909836	43788.929687	6.802779	0.023629	0.002363	6.802779	0.008163	0.000816	0.000000	0.000000	6.802779	0.018600	0.000003	-191.739048	0.037514	-10308.669419	-2541.427021	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.138570	0.000000	0.000000	6.802779	NaN	NaN	NaN	NaN	NaN	0.000000	0.004113	0.000772	0.000047	NaN	NaN	NaN	NaN
6.810250	0.151388	0.022708	0.052295	0.007844	0.025099	0.003765	75.020472	7.499777	6.482463	4.500442	495.551519	89.328501	123.960197	88.045027	6.053164	10.495618	2.627644	1.377929	1.059055	0.324115	6.810250	0.005191	0.000519	6.810250	0.009115	0.000912	6533.806152	249.853973	43745.292969	6.810250	0.023647	0.002365	6.810250	0.008306	0.000831	0.000000	0.000000	6.810250	0.019947	0.000003	-132.030775	0.037665	-6618.995065	-2133.362529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141999	0.000000	0.000000	6.810250	NaN	NaN	NaN	NaN	NaN	0.000000	0.004109	0.000771	0.000047	NaN	NaN	NaN	NaN
6.817722	0.156823	0.023523	0.048525	0.007279	0.024015	0.003602	57.889566	7.440331	17.148331	4.495333	369.138950	72.916865	353.389782	106.732788	3.007562	2.170633	2.899778	1.520635	1.014801	0.310571	6.817722	0.005157	0.000516	6.817722	0.008706	0.000871	6541.277832	249.798111	43701.648437	6.817722	0.023704	0.002370	6.817722	0.009410	0.000941	0.000000	0.000000	6.817722	0.007326	0.000001	-174.932407	0.037832	-23878.325043	-6284.669085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.144590	0.000000	0.000000	6.817722	NaN	NaN	NaN	NaN	NaN	0.000000	0.004106	0.000770	0.000047	NaN	NaN	NaN	NaN
6.825193	0.139171	0.020876	0.046344	0.006952	0.023094	0.003464	54.081434	7.449192	20.106232	4.485323	388.597572	79.137003	433.850827	116.628629	2.445978	1.585272	2.718289	1.425462	1.004834	0.307521	6.825193	0.005149	0.000515	6.825193	0.008690	0.000869	6548.749023	249.742249	43658.007812	6.825193	0.024075	0.002407	6.825193	0.018515	0.001852	0.000000	0.000000	6.825193	0.014912	0.000002	-176.006944	0.037775	-11803.159885	-3090.610051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149358	0.000000	0.000000	6.825193	NaN	NaN	NaN	NaN	NaN	0.000000	0.004103	0.000770	0.000047	NaN	NaN	NaN	NaN
6.832665	0.127175	0.019076	0.047156	0.007073	0.022029	0.003304	63.286819	7.442935	12.676963	4.454478	497.634864	94.852997	268.832600	102.710420	3.974755	3.640847	2.452534	1.286101	1.098009	0.336037	6.832665	0.005122	0.000512	6.832665	0.008369	0.000837	6556.220703	249.686386	43614.363281	6.832665	0.024129	0.002413	6.832665	0.019813	0.001981	0.000000	0.000000	6.832665	0.019054	0.000003	-216.587058	0.037415	-11366.939990	-2600.576134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150310	0.000000	0.000000	6.832665	NaN	NaN	NaN	NaN	NaN	0.000000	0.004100	0.000769	0.000047	NaN	NaN	NaN	NaN
6.840136	0.147496	0.022124	0.044535	0.006680	0.021043	0.003156	63.615345	7.440424	-4.019630	4.403306	431.301232	82.037467	-90.258698	-99.796560	NaN	NaN	2.960351	1.552399	1.081578	0.331008	6.840136	0.005117	0.000512	6.840136	0.008374	0.000837	6563.691895	249.630524	43570.726562	6.840136	0.024017	0.002402	6.840136	0.016715	0.001672	0.000000	0.000000	6.840136	0.021547	0.000003	-190.619704	0.037619	-8846.535837	-2192.940539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149226	0.000000	0.000000	6.840136	NaN	NaN	NaN	NaN	NaN	0.000000	0.004097	0.000769	0.000047	NaN	NaN	NaN	NaN
6.847608	0.134009	0.020101	0.043768	0.006565	0.020105	0.003016	64.815446	7.418194	-12.107375	4.332482	483.665294	91.256552	-276.624993	-107.332000	NaN	NaN	2.766200	1.450587	1.122328	0.343479	6.847608	0.005097	0.000510	6.847608	0.008122	0.000812	6571.163574	249.574661	43527.082031	6.847608	0.023794	0.002379	6.847608	0.010516	0.001052	0.000000	0.000000	6.847608	0.016040	0.000002	-173.388827	0.037623	-10809.792463	-2851.480122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.148082	0.000000	0.000000	6.847608	NaN	NaN	NaN	NaN	NaN	0.000000	0.004094	0.000768	0.000046	NaN	NaN	NaN	NaN
6.855079	0.141692	0.021254	0.043986	0.006598	0.019490	0.002924	66.327911	7.417572	-9.999726	4.342026	468.114957	87.584246	-227.340247	-104.438595	NaN	NaN	2.891749	1.516425	1.174287	0.359381	6.855079	0.005107	0.000511	6.855079	0.008380	0.000838	6578.634766	249.518799	43483.441406	6.855079	0.023663	0.002366	6.855079	0.006631	0.000663	0.000000	0.000000	6.855079	0.004913	0.000001	-240.998249	0.037819	-49056.709849	-10649.507047	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.151464	0.000000	0.000000	6.855079	NaN	NaN	NaN	NaN	NaN	0.000000	0.004090	0.000767	0.000046	NaN	NaN	NaN	NaN
6.862551	0.143397	0.021510	0.041991	0.006299	0.018425	0.002764	59.881602	7.445311	-6.480600	4.310359	417.593044	81.359847	-154.333098	-105.227690	NaN	NaN	3.036055	1.592098	1.188446	0.363714	6.862551	0.005123	0.000512	6.862551	0.008750	0.000875	6586.106445	249.462936	43439.796875	6.862551	0.023618	0.002362	6.862551	0.004998	0.000500	0.000000	0.000000	6.862551	0.012039	0.000002	-246.718057	0.037690	-20493.210510	-4387.512390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152165	0.000000	0.000000	6.862551	NaN	NaN	NaN	NaN	NaN	0.000000	0.004087	0.000767	0.000046	NaN	NaN	NaN	NaN
6.870022	0.157511	0.023627	0.042064	0.006310	0.017677	0.002652	57.476164	7.418240	9.577833	4.509224	364.902866	72.208488	227.698213	112.509342	4.429679	5.345596	3.263844	1.711550	1.250684	0.382762	6.870022	0.005118	0.000512	6.870022	0.008746	0.000875	6593.578125	249.407074	43396.156250	6.870022	0.023561	0.002356	6.870022	0.002951	0.000295	0.000000	0.000000	6.870022	0.005167	0.000001	-231.161511	0.037608	-44737.535138	-9899.837695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150780	0.000000	0.000000	6.870022	NaN	NaN	NaN	NaN	NaN	0.000000	0.004084	0.000766	0.000046	NaN	NaN	NaN	NaN
6.877493	0.138537	0.020781	0.039234	0.005885	0.016884	0.002533	73.064470	7.661596	11.767380	4.514507	527.398652	96.523720	299.930120	123.549417	4.513955	4.437995	3.118723	1.635449	1.216461	0.372288	6.877493	0.005132	0.000513	6.877493	0.009108	0.000911	6601.049316	249.351227	43352.515625	6.877493	0.023842	0.002384	6.877493	0.010710	0.001071	0.000000	0.000000	6.877493	-0.002487	0.000000	-125.706368	0.036924	50548.703900	16671.945040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149628	0.000000	0.000000	6.877493	NaN	NaN	NaN	NaN	NaN	0.000000	0.004081	0.000766	0.000046	NaN	NaN	NaN	NaN
6.884965	0.127278	0.019092	0.036431	0.005465	0.015934	0.002390	99.223825	7.536953	14.080265	4.512350	779.582272	131.076011	386.495555	136.757829	4.826897	3.929911	3.092427	1.621659	1.193035	0.365119	6.884965	0.005118	0.000512	6.884965	0.008954	0.000895	6608.520996	249.295364	43308.871094	6.884965	0.023895	0.002390	6.884965	0.012000	0.001200	0.000000	0.000000	6.884965	-0.012935	0.000002	-159.940804	0.037142	12365.045954	3418.356023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.144999	0.000000	0.000000	6.884965	NaN	NaN	NaN	NaN	NaN	0.000000	0.004078	0.000765	0.000046	NaN	NaN	NaN	NaN
6.892436	0.126361	0.018954	0.034959	0.005244	0.015290	0.002293	89.630686	7.615769	13.751068	4.508478	709.324961	122.283211	393.346928	141.820351	4.634023	3.879902	3.176459	1.665726	1.193085	0.365134	6.892436	0.005127	0.000513	6.892436	0.009223	0.000922	6615.992187	249.239502	43265.234375	6.892436	0.023758	0.002376	6.892436	0.007490	0.000749	0.000000	0.000000	6.892436	-0.024166	0.000004	-253.855350	0.037897	10504.830344	2223.103372	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149461	0.000000	0.000000	6.892436	NaN	NaN	NaN	NaN	NaN	0.000000	0.004074	0.000764	0.000046	NaN	NaN	NaN	NaN
6.899908	0.139256	0.020888	0.032203	0.004830	0.014238	0.002136	80.138614	7.645920	5.002829	4.617352	575.476375	102.303478	155.351983	145.263109	6.856806	15.727556	3.619670	1.898144	1.177407	0.360336	6.899908	0.005178	0.000518	6.899908	0.010319	0.001032	6623.463867	249.183640	43221.589844	6.899908	0.023725	0.002372	6.899908	0.006006	0.000601	0.000000	0.000000	6.899908	-0.023790	0.000004	-308.999504	0.037498	12988.898995	2506.113028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.146472	0.000000	0.000000	6.899908	NaN	NaN	NaN	NaN	NaN	0.000000	0.004071	0.000764	0.000046	NaN	NaN	NaN	NaN
6.907379	0.146022	0.021903	0.031269	0.004690	0.013424	0.002014	66.471356	7.742379	3.129619	4.593877	455.214217	86.451010	100.085349	147.677465	7.554180	27.497430	3.809684	1.997787	1.219989	0.373368	6.907379	0.005190	0.000519	6.907379	0.010686	0.001069	6630.935059	249.127777	43177.949219	6.907379	0.023703	0.002370	6.907379	0.004829	0.000483	0.000000	0.000000	6.907379	-0.019372	0.000003	-240.535621	0.038361	12416.870773	2718.554108	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.151019	0.000000	0.000000	6.907379	NaN	NaN	NaN	NaN	NaN	0.000000	0.004068	0.000763	0.000046	NaN	NaN	NaN	NaN
6.914851	0.128511	0.019277	0.032474	0.004871	0.012722	0.001908	56.181944	7.806265	6.475620	4.678946	437.175589	89.387212	199.407475	147.153485	5.340949	9.714581	3.400443	1.783182	1.352012	0.413772	6.914851	0.005189	0.000519	6.914851	0.010807	0.001081	6638.406738	249.071915	43134.304687	6.914851	0.023876	0.002388	6.914851	0.010083	0.001008	0.000000	0.000000	6.914851	-0.023090	0.000003	-224.185896	0.038277	9709.143091	2206.577620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150979	0.000000	0.000000	6.914851	NaN	NaN	NaN	NaN	NaN	0.000000	0.004065	0.000763	0.000046	NaN	NaN	NaN	NaN
6.922322	0.105189	0.015778	0.029278	0.004392	0.011881	0.001782	35.521466	7.741476	13.839314	4.556520	337.691266	89.342771	472.687944	171.020315	2.330195	2.274405	3.161547	1.657906	1.301118	0.398197	6.922322	0.005125	0.000513	6.922322	0.009602	0.000960	6645.877930	249.016052	43090.667969	6.922322	0.024114	0.002411	6.922322	0.017853	0.001785	0.000000	0.000000	6.922322	-0.025906	0.000004	-88.217244	0.038128	3405.287741	1557.908063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149619	0.000000	0.000000	6.922322	NaN	NaN	NaN	NaN	NaN	0.000000	0.004062	0.000762	0.000046	NaN	NaN	NaN	NaN
6.929794	0.138051	0.020708	0.027613	0.004142	0.011120	0.001668	37.787450	7.795626	18.526044	4.585317	273.720773	69.817852	670.915441	194.171192	1.762062	1.403510	3.978323	2.086221	1.312179	0.401582	6.929794	0.005169	0.000517	6.929794	0.010666	0.001067	6653.349609	248.960190	43047.023437	6.929794	0.024034	0.002403	6.929794	0.014870	0.001487	0.000000	0.000000	6.929794	-0.024744	0.000004	-85.521176	0.038097	3456.205065	1624.560820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.147665	0.000000	0.000000	6.929794	NaN	NaN	NaN	NaN	NaN	0.000000	0.004058	0.000761	0.000046	NaN	NaN	NaN	NaN
