Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
2.962448	1.611654	0.241748	1.411096	0.211664	0.984817	0.147722	61.005946	3.260340	44.004697	3.940937	37.852997	6.027566	31.184759	5.448013	0.807551	0.208195	0.328519	0.172274	0.518889	0.158802	2.962448	0.109222	0.010922	2.962448	0.189947	0.018995	2596.346680	283.696442	67354.429687	2.962448	0.025964	0.002596	2.962448	0.085862	0.008586	0.000000	0.000000	2.962448	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.744593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005573	0.001046	0.000063
2.969920	1.620778	0.243117	1.409217	0.211383	0.983929	0.147589	62.745218	3.353255	44.375722	3.923616	38.713027	6.164506	31.489620	5.482971	0.856286	0.218692	0.345767	0.181319	0.518268	0.158612	2.969920	0.109052	0.010905	2.969920	0.189625	0.018962	2603.818115	283.648926	67293.492187	2.969920	0.025913	0.002591	2.969920	0.085567	0.008557	0.000000	0.000000	2.969920	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.923662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005568	0.001045	0.000063
2.977391	1.620729	0.243109	1.409710	0.211456	0.983801	0.147570	64.968215	3.371419	46.512220	3.928139	40.085803	6.362530	32.994185	5.679646	0.826111	0.202426	0.344829	0.180827	0.518959	0.158823	2.977391	0.108847	0.010885	2.977391	0.189238	0.018924	2611.289551	283.601379	67232.546875	2.977391	0.025903	0.002590	2.977391	0.085465	0.008547	0.000000	0.000000	2.977391	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.784194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005564	0.001044	0.000063
2.984863	1.621605	0.243241	1.410162	0.211524	0.984473	0.147671	63.719313	3.355876	46.565678	3.920811	39.293984	6.246849	33.021509	5.680234	0.775288	0.190340	0.345372	0.181112	0.518438	0.158664	2.984863	0.108736	0.010874	2.984863	0.189037	0.018904	2618.760986	283.553864	67171.609375	2.984863	0.025883	0.002588	2.984863	0.085326	0.008533	0.000000	0.000000	2.984863	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.073098	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005560	0.001043	0.000063
2.992334	1.616850	0.242528	1.410967	0.211645	0.985118	0.147768	64.186376	3.341342	46.231737	3.904632	39.698399	6.303165	32.765999	5.640429	0.811134	0.198935	0.336703	0.176566	0.518316	0.158626	2.992334	0.108564	0.010856	2.992334	0.188722	0.018872	2626.232422	283.506317	67110.664062	2.992334	0.025861	0.002586	2.992334	0.085177	0.008518	0.000000	0.000000	2.992334	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.552329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005556	0.001042	0.000063
2.999806	1.620256	0.243038	1.411851	0.211778	0.985359	0.147804	63.819274	3.325996	43.236550	3.874206	39.388395	6.254706	30.624020	5.350800	0.962532	0.246646	0.340355	0.178481	0.518866	0.158795	2.999806	0.108370	0.010837	2.999806	0.188365	0.018837	2633.704102	283.458771	67049.718750	2.999806	0.025826	0.002583	2.999806	0.084965	0.008497	0.000000	0.000000	2.999806	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.734140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005552	0.001042	0.000063
3.007277	1.624746	0.243712	1.410495	0.211574	0.984841	0.147726	64.066111	3.314735	42.176889	3.913683	39.431461	6.256687	29.902191	5.274189	1.033416	0.271409	0.349572	0.183315	0.518239	0.158603	3.007277	0.108198	0.010820	3.007277	0.188053	0.018805	2641.175537	283.411255	66988.781250	3.007277	0.025791	0.002579	3.007277	0.084754	0.008475	0.000000	0.000000	3.007277	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.842196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005548	0.001041	0.000063
3.014748	1.628483	0.244272	1.411056	0.211658	0.984607	0.147691	64.740319	3.331192	42.051516	3.905270	39.754978	6.304340	29.801457	5.257622	1.066653	0.279950	0.354269	0.185778	0.519155	0.158883	3.014748	0.107971	0.010797	3.014748	0.187636	0.018764	2648.646973	283.363708	66927.835937	3.014748	0.025762	0.002576	3.014748	0.084569	0.008457	0.000000	0.000000	3.014748	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.373808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005544	0.001040	0.000063
3.022220	1.628381	0.244257	1.412161	0.211824	0.984999	0.147750	65.914915	3.294097	44.120156	3.925436	40.478816	6.399943	31.243010	5.448832	0.992392	0.250342	0.352178	0.184681	0.519711	0.159053	3.022220	0.107748	0.010775	3.022220	0.187230	0.018723	2656.118408	283.316193	66866.898437	3.022220	0.025730	0.002573	3.022220	0.084370	0.008437	0.000000	0.000000	3.022220	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.895911	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005540	0.001039	0.000063
3.029691	1.626522	0.243978	1.414657	0.212199	0.985798	0.147870	66.378483	3.277564	45.147240	3.988241	40.810076	6.444644	31.913914	5.555560	0.952829	0.238373	0.344989	0.180911	0.521089	0.159475	3.029691	0.107507	0.010751	3.029691	0.186793	0.018679	2663.589844	283.268646	66805.953125	3.029691	0.025710	0.002571	3.029691	0.084235	0.008423	0.000000	0.000000	3.029691	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.273528	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005536	0.001039	0.000063
3.037163	1.627698	0.244155	1.413809	0.212071	0.985478	0.147822	67.815976	3.265392	43.015307	4.048013	41.663738	6.563658	30.425117	5.387566	1.125372	0.294079	0.348258	0.182625	0.520692	0.159353	3.037163	0.107322	0.010732	3.037163	0.186467	0.018647	2671.061279	283.221100	66745.015625	3.037163	0.025680	0.002568	3.037163	0.084059	0.008406	0.000000	0.000000	3.037163	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.205546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005531	0.001038	0.000063
3.044634	1.631027	0.244654	1.414000	0.212100	0.985384	0.147808	69.248204	3.246744	42.450242	4.052262	42.456814	6.672377	30.021387	5.337769	1.209724	0.318042	0.352974	0.185099	0.521025	0.159455	3.044634	0.107053	0.010705	3.044634	0.185981	0.018598	2678.532715	283.173584	66684.070312	3.044634	0.025643	0.002564	3.044634	0.083845	0.008384	0.000000	0.000000	3.044634	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.547557	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005527	0.001037	0.000063
3.052106	1.628647	0.244297	1.413004	0.211951	0.984821	0.147723	68.547296	3.235226	40.845992	4.086791	42.088503	6.618416	28.907206	5.212181	1.279808	0.349993	0.351106	0.184119	0.520833	0.159397	3.052106	0.106904	0.010690	3.052106	0.185733	0.018573	2686.004150	283.126038	66623.132812	3.052106	0.025621	0.002562	3.052106	0.083699	0.008370	0.000000	0.000000	3.052106	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.829852	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005523	0.001036	0.000063
3.059577	1.630939	0.244641	1.412226	0.211834	0.984487	0.147673	69.700442	3.219963	38.542008	4.107216	42.736394	6.707596	27.291662	5.021668	1.464574	0.420508	0.355943	0.186656	0.520528	0.159303	3.059577	0.106724	0.010672	3.059577	0.185427	0.018543	2693.475586	283.078522	66562.187500	3.059577	0.025591	0.002559	3.059577	0.083525	0.008353	0.000000	0.000000	3.059577	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.497301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005519	0.001035	0.000063
3.067049	1.635109	0.245266	1.411983	0.211797	0.983704	0.147556	69.568668	3.208597	38.970716	4.078868	42.546800	6.676890	27.599994	5.048216	1.432551	0.405042	0.362683	0.190190	0.521426	0.159578	3.067049	0.106501	0.010650	3.067049	0.185038	0.018504	2700.947266	283.030975	66501.242187	3.067049	0.025547	0.002555	3.067049	0.083286	0.008329	0.000000	0.000000	3.067049	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.317305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005515	0.001035	0.000063
3.074520	1.638318	0.245748	1.412937	0.211941	0.983975	0.147596	69.863354	3.199752	38.734736	4.066370	42.643346	6.688028	27.414345	5.019205	1.458015	0.412816	0.365860	0.191856	0.522003	0.159755	3.074520	0.106254	0.010625	3.074520	0.184608	0.018461	2708.418701	282.983429	66440.304687	3.074520	0.025504	0.002550	3.074520	0.083058	0.008306	0.000000	0.000000	3.074520	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.241546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005511	0.001034	0.000063
3.081992	1.642641	0.246396	1.412939	0.211941	0.984136	0.147620	71.644475	3.234965	41.396842	4.115907	43.615413	6.832295	29.298395	5.272527	1.355937	0.366024	0.372371	0.195270	0.521770	0.159683	3.081992	0.106086	0.010609	3.081992	0.184335	0.018434	2715.890137	282.935913	66379.359375	3.081992	0.025470	0.002547	3.081992	0.082873	0.008287	0.000000	0.000000	3.081992	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.459592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005507	0.001033	0.000063
3.089463	1.643995	0.246599	1.413815	0.212072	0.984408	0.147661	72.502428	3.216644	41.423050	4.106187	44.101359	6.898493	29.298782	5.267785	1.383800	0.371510	0.372876	0.195535	0.522264	0.159835	3.089463	0.105858	0.010586	3.089463	0.183946	0.018395	2723.361572	282.888367	66318.421875	3.089463	0.025449	0.002545	3.089463	0.082750	0.008275	0.000000	0.000000	3.089463	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.609104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005503	0.001032	0.000062
3.096935	1.643967	0.246595	1.415133	0.212270	0.984649	0.147697	74.528460	3.203572	42.715384	4.152559	45.334518	7.073880	30.184706	5.395442	1.375987	0.361556	0.370529	0.194304	0.523257	0.160138	3.096935	0.105616	0.010562	3.096935	0.183533	0.018353	2730.833008	282.840820	66257.476562	3.096935	0.025433	0.002543	3.096935	0.082654	0.008265	0.000000	0.000000	3.096935	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.274518	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005498	0.001032	0.000062
3.104406	1.649587	0.247438	1.415492	0.212324	0.984533	0.147680	74.764347	3.199240	42.357253	4.135178	45.323068	7.069682	29.924058	5.355560	1.404612	0.370115	0.378340	0.198400	0.523791	0.160302	3.104406	0.105418	0.010542	3.104406	0.183210	0.018321	2738.304443	282.793304	66196.539062	3.104406	0.025390	0.002539	3.104406	0.082428	0.008243	0.000000	0.000000	3.104406	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.256333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005494	0.001031	0.000062
3.111877	1.653590	0.248039	1.416681	0.212502	0.984556	0.147683	75.849215	3.223688	42.883034	4.138805	45.869412	7.151269	30.270069	5.399192	1.409728	0.367508	0.382255	0.200453	0.524969	0.160663	3.111877	0.105181	0.010518	3.111877	0.182810	0.018281	2745.775879	282.745758	66135.593750	3.111877	0.025350	0.002535	3.111877	0.082220	0.008222	0.000000	0.000000	3.111877	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.178695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005490	0.001030	0.000062
3.119349	1.657706	0.248656	1.416378	0.212457	0.984524	0.147679	77.311638	3.199629	43.282911	4.124981	46.637714	7.257046	30.558869	5.430769	1.433992	0.368316	0.388930	0.203953	0.524708	0.160583	3.119349	0.104938	0.010494	3.119349	0.182404	0.018240	2753.247314	282.698242	66074.656250	3.119349	0.025298	0.002530	3.119349	0.081962	0.008196	0.000000	0.000000	3.119349	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.837516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005486	0.001029	0.000062
3.126820	1.658284	0.248743	1.415692	0.212354	0.984204	0.147631	78.650644	3.157695	43.004032	4.122794	47.428924	7.364765	30.376681	5.407650	1.492419	0.383456	0.390989	0.205033	0.524478	0.160512	3.126820	0.104732	0.010473	3.126820	0.182073	0.018207	2760.718750	282.650696	66013.710937	3.126820	0.025251	0.002525	3.126820	0.081727	0.008173	0.000000	0.000000	3.126820	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.129416	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005482	0.001028	0.000062
3.134292	1.665399	0.249810	1.415219	0.212283	0.984297	0.147645	80.281760	3.217373	43.978373	4.110761	48.205714	7.484484	31.075320	5.492256	1.487778	0.374041	0.402399	0.211017	0.523859	0.160323	3.134292	0.104523	0.010452	3.134292	0.181736	0.018174	2768.190186	282.603149	65952.773437	3.134292	0.025215	0.002521	3.134292	0.081542	0.008154	0.000000	0.000000	3.134292	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.607994	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005478	0.001028	0.000062
3.141763	1.665416	0.249812	1.416757	0.212514	0.984618	0.147693	79.842867	3.220662	43.350536	4.095013	47.941706	7.446740	30.598417	5.424058	1.509772	0.383353	0.399737	0.209621	0.524957	0.160659	3.141763	0.104246	0.010425	3.141763	0.181268	0.018127	2775.661865	282.555634	65891.828125	3.141763	0.025187	0.002519	3.141763	0.081399	0.008140	0.000000	0.000000	3.141763	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.180219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005474	0.001027	0.000062
3.149235	1.669757	0.250464	1.416571	0.212486	0.984475	0.147671	78.701683	3.207490	43.423017	4.085290	47.133620	7.326356	30.653618	5.427619	1.470055	0.372593	0.406498	0.213166	0.524976	0.160665	3.149235	0.104029	0.010403	3.149235	0.180921	0.018092	2783.133301	282.508087	65830.882812	3.149235	0.025156	0.002516	3.149235	0.081244	0.008124	0.000000	0.000000	3.149235	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.882152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005469	0.001026	0.000062
3.156706	1.671389	0.250708	1.415891	0.212384	0.983793	0.147569	77.801119	3.210981	44.605890	4.041964	46.548783	7.241792	31.503769	5.520902	1.375166	0.338488	0.410101	0.215056	0.525283	0.160758	3.156706	0.103791	0.010379	3.156706	0.180537	0.018054	2790.604736	282.460571	65769.945312	3.156706	0.025117	0.002512	3.156706	0.081054	0.008105	0.000000	0.000000	3.156706	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.593725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005465	0.001025	0.000062
3.164178	1.675734	0.251360	1.416058	0.212409	0.983617	0.147542	77.587374	3.197107	43.333107	4.047665	46.300526	7.202371	30.601221	5.407425	1.439928	0.363406	0.416227	0.218268	0.525712	0.160890	3.164178	0.103499	0.010350	3.164178	0.180050	0.018005	2798.076172	282.413025	65709.000000	3.164178	0.025079	0.002508	3.164178	0.080872	0.008087	0.000000	0.000000	3.164178	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.399156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005461	0.001025	0.000062
3.171649	1.678601	0.251790	1.416319	0.212448	0.983347	0.147502	76.293695	3.197078	42.594773	4.031127	45.450771	7.078659	30.074287	5.333973	1.440845	0.368653	0.419997	0.220245	0.526373	0.161092	3.171649	0.103222	0.010322	3.171649	0.179595	0.017960	2805.547607	282.365479	65648.062500	3.171649	0.025047	0.002505	3.171649	0.080715	0.008071	0.000000	0.000000	3.171649	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-6.396867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005457	0.001024	0.000062
3.179121	1.680789	0.252118	1.416805	0.212521	0.983393	0.147509	76.316932	3.189483	42.164981	4.009165	45.405430	7.070228	29.760614	5.285400	1.466668	0.376568	0.422368	0.221489	0.526801	0.161223	3.179121	0.103007	0.010301	3.179121	0.179267	0.017927	2813.019043	282.317963	65587.117187	3.179121	0.025006	0.002501	3.179121	0.080517	0.008052	0.000000	0.000000	3.179121	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-7.012039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005453	0.001023	0.000062
3.186592	1.682360	0.252354	1.416581	0.212487	0.982997	0.147450	75.522930	3.207936	43.103865	3.996182	44.891076	6.998436	30.428099	5.365643	1.386373	0.349494	0.425069	0.222905	0.527154	0.161331	3.186592	0.102768	0.010277	3.186592	0.178897	0.017890	2820.490479	282.270416	65526.179687	3.186592	0.024961	0.002496	3.186592	0.080305	0.008030	0.000000	0.000000	3.186592	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-155.378876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005449	0.001022	0.000062
3.194064	1.680032	0.252005	1.414146	0.212122	0.981520	0.147228	75.454175	3.202859	41.706139	4.073423	44.912345	7.001402	29.492112	5.278953	1.465611	0.385835	0.425900	0.223340	0.526841	0.161235	3.194064	0.102541	0.010254	3.194064	0.178556	0.017856	2827.961914	282.222870	65465.238281	3.194064	0.024951	0.002495	3.194064	0.080258	0.008026	0.000000	0.000000	3.194064	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-25.593410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005445	0.001021	0.000062
3.201535	1.686146	0.252922	1.412745	0.211912	0.980661	0.147099	74.664809	3.169067	41.408079	4.069216	44.281342	6.902989	29.310374	5.256062	1.457343	0.385641	0.437329	0.229334	0.526674	0.161184	3.201535	0.102313	0.010231	3.201535	0.178215	0.017821	2835.433350	282.175354	65404.296875	3.201535	0.024904	0.002490	3.201535	0.080043	0.008004	0.000000	0.000000	3.201535	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-26.204931	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005440	0.001021	0.000062
3.209006	1.691731	0.253760	1.412417	0.211863	0.979901	0.146985	75.157523	3.178400	41.862253	4.063027	44.426391	6.923740	29.638736	5.295313	1.446637	0.378606	0.446078	0.233922	0.527459	0.161424	3.209006	0.102060	0.010206	3.209006	0.177826	0.017783	2842.904785	282.127808	65343.355469	3.209006	0.024862	0.002486	3.209006	0.079855	0.007986	0.000000	0.000000	3.209006	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-18.108704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005436	0.001020	0.000062
3.216478	1.697458	0.254619	1.411635	0.211745	0.979489	0.146923	75.114563	3.169503	44.412451	4.140591	44.251197	6.895306	31.461710	5.556526	1.299039	0.328624	0.455802	0.239021	0.527266	0.161366	3.216478	0.101823	0.010182	3.216478	0.177475	0.017748	2850.376465	282.080292	65282.410156	3.216478	0.024804	0.002480	3.216478	0.079593	0.007959	0.000000	0.000000	3.216478	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-36.589588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005432	0.001019	0.000062
3.223949	1.696719	0.254508	1.409546	0.211432	0.977880	0.146682	73.978715	3.185734	45.245327	4.101163	43.601042	6.804335	32.099220	5.625714	1.215443	0.301519	0.458385	0.240376	0.527501	0.161437	3.223949	0.101506	0.010151	3.223949	0.176968	0.017697	2857.847900	282.032745	65221.468750	3.223949	0.024751	0.002475	3.223949	0.079356	0.007936	0.000000	0.000000	3.223949	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-108.293175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005428	0.001018	0.000062
3.231421	1.698180	0.254727	1.409173	0.211376	0.977183	0.146577	74.294504	3.176658	43.985664	4.050939	43.749483	6.823828	31.213805	5.494146	1.295772	0.325247	0.461167	0.241835	0.528148	0.161635	3.231421	0.101239	0.010124	3.231421	0.176560	0.017656	2865.319336	281.985199	65160.527344	3.231421	0.024685	0.002469	3.231421	0.079062	0.007906	0.000000	0.000000	3.231421	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-19.063551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005424	0.001018	0.000062
