Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	vol. depol 1064	error	partdepol height	part. depol 355	error	part. depol 1064	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)
12.949684	-1.784805	0.000000	0.347445	0.000000	-0.019225	0.000000	-98.164289	0.000000	19.109458	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	12.949684	-2.154925	-0.215492	12.949684	-1.094266	-0.109427	12.949684	213.130737	18197.347656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.949684	NaN	13.039341	NaN	NaN	-75.572912	-0.001707	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12.979569	-2.867883	0.000000	0.984124	0.000000	-0.043489	0.000000	-157.733545	0.000000	54.126841	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	12.979569	-0.056702	-0.005670	12.979569	-0.075451	-0.007545	12.979569	212.862564	18110.113281	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.979569	NaN	13.069227	NaN	NaN	-75.048535	-0.001654	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.009455	-3.240141	0.000000	1.670640	0.000000	-0.039438	0.000000	-178.207750	0.000000	91.885202	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.009455	0.022378	0.002238	13.009455	0.026093	0.002609	13.009455	212.594406	18022.878906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.009455	NaN	13.099112	NaN	NaN	-74.465826	-0.001657	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.039341	-1.765937	0.000000	0.557969	0.000000	-0.002254	0.000000	-97.126524	0.000000	30.688278	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.039341	0.127306	0.012731	13.039341	0.151614	0.015161	13.039341	212.326248	17935.644531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.039341	NaN	13.128998	NaN	NaN	-73.870785	-0.001726	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.069227	1.549290	0.000000	-0.274613	0.000000	0.039021	0.000000	85.210925	0.000000	-15.103713	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.069227	-0.561213	-0.056121	13.069227	-0.515430	-0.051543	13.069227	212.058075	17848.410156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.069227	NaN	13.158884	NaN	NaN	-73.529341	-0.001835	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.099112	1.772851	0.000000	-1.718133	0.000000	0.084767	0.000000	97.506825	0.000000	-94.497298	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.099112	-0.595313	-0.059531	13.099112	-0.428243	-0.042824	13.099112	211.789917	17761.175781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.099112	NaN	13.188770	NaN	NaN	-73.366818	-0.001882	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.128998	6.123293	0.000000	-1.875026	0.000000	0.056174	0.000000	336.781119	0.000000	-103.126446	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.128998	-0.696873	-0.069687	13.128998	-0.656933	-0.065693	13.128998	211.521744	17673.943359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.128998	NaN	13.218656	NaN	NaN	-73.623358	-0.001837	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.158884	13.120877	0.000000	-1.028708	0.000000	0.060848	0.000000	721.648209	0.000000	-56.578918	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.158884	-0.089435	-0.008943	13.158884	-0.077558	-0.007756	13.158884	211.253586	17586.708984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.158884	NaN	13.248542	NaN	NaN	-73.907189	-0.001812	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.188770	6.329369	0.000000	-0.747462	0.000000	0.061505	0.000000	348.115317	0.000000	-41.110389	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.188770	-0.108198	-0.010820	13.188770	-0.128243	-0.012824	13.188770	210.985428	17499.474609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.188770	NaN	13.278428	NaN	NaN	-74.330160	-0.001803	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.218656	0.317347	0.000000	-0.267484	0.000000	0.104139	0.000000	17.454108	0.000000	-14.711644	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.218656	-0.038866	-0.003887	13.218656	-0.027441	-0.002744	13.218656	210.717255	17412.240234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.218656	NaN	13.308313	NaN	NaN	-74.554082	-0.001829	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.248542	-9.581729	0.000000	-0.135218	0.000000	0.057836	0.000000	-526.995101	0.000000	-7.436970	0.000000	55.000000	0.000000	55.000000	0.000000	10.532650	0.000000	10.532650	0.000000	NaN	NaN	13.248542	-0.040971	-0.004097	13.248542	-0.027869	-0.002787	13.248542	210.449081	17325.003906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.248542	NaN	13.338199	NaN	NaN	-74.348703	-0.001763	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.278428	-9.343053	0.000000	-0.871671	0.000000	0.062776	0.000000	-513.867919	0.000000	-47.941887	0.000000	55.000000	0.000000	55.000000	0.000000	5.863599	0.000000	5.863599	0.000000	NaN	NaN	13.278428	0.008303	0.000830	13.278428	0.008800	0.000880	13.278428	210.180923	17237.769531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.278428	NaN	13.368085	NaN	NaN	-73.980390	-0.001634	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.308313	-11.738084	0.000000	-0.096897	0.000000	0.072224	0.000000	-645.594639	0.000000	-5.329351	0.000000	55.000000	0.000000	55.000000	0.000000	11.858189	0.000000	11.858189	0.000000	NaN	NaN	13.308313	0.083699	0.008370	13.308313	0.075269	0.007527	13.308313	209.912750	17150.535156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.308313	NaN	13.397971	NaN	NaN	-73.372549	-0.001544	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.338199	-11.028135	0.000000	-1.237960	0.000000	0.119630	0.000000	-606.547431	0.000000	-68.087774	0.000000	55.000000	0.000000	55.000000	0.000000	5.406295	0.000000	5.406295	0.000000	NaN	NaN	13.338199	0.136242	0.013624	13.338199	0.186828	0.018683	13.338199	209.644592	17063.300781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.338199	NaN	13.427857	NaN	NaN	-72.790445	-0.001521	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.368085	-8.799137	0.000000	0.154212	0.000000	0.103019	0.000000	-483.952548	0.000000	8.481647	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	0.582004	0.000000	13.368085	0.078152	0.007815	13.368085	0.056200	0.005620	13.368085	209.404449	16977.224609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.368085	NaN	13.457743	NaN	NaN	-72.161622	-0.001569	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.397971	-6.177563	0.000000	-0.706350	0.000000	0.086568	0.000000	-339.765968	0.000000	-38.849246	0.000000	55.000000	0.000000	55.000000	0.000000	5.360768	0.000000	5.360768	0.000000	NaN	NaN	13.397971	0.132729	0.013273	13.397971	0.222472	0.022247	13.397971	209.238419	16894.208984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.397971	NaN	13.487628	NaN	NaN	-71.750295	-0.001673	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.427856	-3.836894	0.000000	0.121448	0.000000	0.038918	0.000000	-211.029189	0.000000	6.679643	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	1.641814	0.000000	13.427856	0.044668	0.004467	13.427856	0.035078	0.003508	13.427856	209.072388	16811.193359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.427856	NaN	13.517514	NaN	NaN	-71.488416	-0.001771	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.457743	0.647743	0.000000	0.379290	0.000000	0.043804	0.000000	35.625845	0.000000	20.860962	0.000000	55.000000	0.000000	55.000000	0.000000	1.323011	0.000000	1.323011	0.000000	3.114156	0.000000	13.457743	0.139926	0.013993	13.457743	0.184739	0.018474	13.457743	208.901993	16730.353516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.457743	NaN	13.547400	NaN	NaN	-71.475550	-0.001738	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.487629	1.921985	0.000000	0.164403	0.000000	0.057804	0.000000	105.709149	0.000000	9.042184	0.000000	55.000000	0.000000	55.000000	0.000000	6.078207	0.000000	6.078207	0.000000	1.507989	0.000000	13.487629	-0.063470	-0.006347	13.487629	-0.079379	-0.007938	13.487629	208.730942	16649.853516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.487629	NaN	13.577286	NaN	NaN	-71.816468	-0.001729	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.517515	4.408341	0.000000	-0.289478	0.000000	0.062126	0.000000	242.458755	0.000000	-15.921301	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.517515	-0.393696	-0.039370	13.517515	-0.351711	-0.035171	13.517515	208.559875	16569.349609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.517515	NaN	13.607172	NaN	NaN	-72.254301	-0.001719	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.547400	-1.816890	0.000000	-0.620629	0.000000	0.080539	0.000000	-99.928959	0.000000	-34.134577	0.000000	55.000000	0.000000	55.000000	0.000000	2.655329	0.000000	2.655329	0.000000	NaN	NaN	13.547400	-0.547042	-0.054704	13.547400	-1.735532	-0.173553	13.547400	208.388809	16488.849609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.547400	NaN	13.637058	NaN	NaN	-72.455766	-0.001710	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.577286	-4.504059	0.000000	-0.497097	0.000000	0.081477	0.000000	-247.723272	0.000000	-27.340343	0.000000	55.000000	0.000000	55.000000	0.000000	5.448230	0.000000	5.448230	0.000000	NaN	NaN	13.577286	-0.566971	-0.056697	13.577286	-0.711797	-0.071180	13.577286	208.217743	16408.349609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.577286	NaN	13.666943	NaN	NaN	-72.922057	-0.001701	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.607172	-7.324443	0.000000	-0.537412	0.000000	0.108452	0.000000	-402.844353	0.000000	-29.557683	0.000000	55.000000	0.000000	55.000000	0.000000	6.457455	0.000000	6.457455	0.000000	NaN	NaN	13.607172	-0.371908	-0.037191	13.607172	-0.322316	-0.032232	13.607172	208.046677	16327.848633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.607172	NaN	13.696829	NaN	NaN	-73.149787	-0.001692	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.637058	-2.872245	0.000000	-0.789510	0.000000	0.127402	0.000000	-157.973492	0.000000	-43.423067	0.000000	55.000000	0.000000	55.000000	0.000000	3.192471	0.000000	3.192471	0.000000	NaN	NaN	13.637058	-0.490162	-0.049016	13.637058	0.739953	0.073995	13.637058	207.875610	16247.348633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.637058	NaN	13.726715	NaN	NaN	-73.645118	-0.001682	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.666943	0.895912	0.000000	-0.236981	0.000000	0.096516	0.000000	49.275155	0.000000	-13.033937	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.666943	-0.433988	-0.043399	13.666943	-0.042476	-0.004248	13.666943	207.704559	16166.848633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.666943	NaN	13.756601	NaN	NaN	-73.899589	-0.001673	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.696829	4.852815	0.000000	0.496477	0.000000	0.151700	0.000000	266.904839	0.000000	27.306258	0.000000	55.000000	0.000000	55.000000	0.000000	5.635677	0.000000	5.635677	0.000000	1.710502	0.000000	13.696829	-0.155654	-0.015565	13.696829	0.714898	0.071490	13.696829	207.533493	16086.347656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.696829	NaN	13.786487	NaN	NaN	-74.253062	-0.001664	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.726715	4.443927	0.000000	0.151601	0.000000	0.175811	0.000000	244.415970	0.000000	8.338040	0.000000	55.000000	0.000000	55.000000	0.000000	8.350627	0.000000	8.350627	0.000000	-0.213747	0.000000	13.726715	0.094080	0.009408	13.726715	0.111015	0.011101	13.726715	207.362427	16005.847656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.726715	NaN	13.816373	NaN	NaN	-74.707029	-0.001654	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.756601	2.871348	0.000000	-0.580491	0.000000	0.176344	0.000000	157.924151	0.000000	-31.927022	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.756601	0.074695	0.007470	13.756601	0.057114	0.005711	13.756601	207.197159	15928.674805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.756601	NaN	13.846259	NaN	NaN	-74.916048	-0.001645	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.786487	-7.132084	0.000000	-1.784798	0.000000	0.163567	0.000000	-392.264598	0.000000	-98.163888	0.000000	55.000000	0.000000	55.000000	0.000000	3.424500	0.000000	3.424500	0.000000	NaN	NaN	13.786487	-0.127467	-0.012747	13.786487	-0.110338	-0.011034	13.786487	207.032349	15851.763672	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.786487	NaN	13.876144	NaN	NaN	-75.399276	-0.001635	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.816373	-7.071559	0.000000	-0.090428	0.000000	0.076445	0.000000	-388.935763	0.000000	-4.973522	0.000000	55.000000	0.000000	55.000000	0.000000	10.776289	0.000000	10.776289	0.000000	NaN	NaN	13.816373	-0.164380	-0.016438	13.816373	-0.134808	-0.013481	13.816373	206.867538	15774.848633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.816373	NaN	13.906030	NaN	NaN	-75.635551	-0.001626	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.846259	-5.654091	0.000000	0.910451	0.000000	0.114420	0.000000	-310.975025	0.000000	50.074830	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	2.992247	0.000000	13.846259	0.105093	0.010509	13.846259	0.115101	0.011510	13.846259	206.702728	15697.937500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.846259	NaN	13.935916	NaN	NaN	-77.389405	-0.000944	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.876145	0.997801	0.000000	1.475359	0.000000	0.087096	0.000000	54.879030	0.000000	81.144758	0.000000	55.000000	0.000000	55.000000	0.000000	-0.966820	0.000000	-0.966820	0.000000	4.082310	0.000000	13.876145	0.886593	0.088659	13.876145	2.229860	0.222986	13.876145	206.537918	15621.025391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.876145	NaN	13.965802	NaN	NaN	-80.151565	-0.000187	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.906030	3.202843	0.000000	-0.180557	0.000000	0.129828	0.000000	176.156380	0.000000	-9.930622	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.906030	0.784214	0.078421	13.906030	-1.362670	-0.136267	13.906030	206.373093	15544.113281	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.906030	NaN	13.995688	NaN	NaN	-83.858697	0.000355	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.935916	-0.256403	0.000000	-0.530946	0.000000	0.083389	0.000000	-14.102180	0.000000	-29.202043	0.000000	55.000000	0.000000	55.000000	0.000000	-1.799414	0.000000	-1.799414	0.000000	NaN	NaN	13.935916	0.299181	0.029918	13.935916	0.208671	0.020867	13.935916	206.208282	15467.201172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.935916	NaN	14.025574	NaN	NaN	-88.133126	0.000593	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.965802	0.713551	0.000000	-0.751351	0.000000	0.093441	0.000000	39.245298	0.000000	-41.324297	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.965802	0.933533	0.093353	13.965802	0.039941	0.003994	13.965802	206.043472	15390.290039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.965802	NaN	14.055459	NaN	NaN	-92.386963	0.000492	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13.995688	1.132873	0.000000	-0.662889	0.000000	0.051082	0.000000	62.307997	0.000000	-36.458887	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	13.995688	0.956062	0.095606	13.995688	0.304578	0.030458	13.995688	205.878662	15313.377930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.995688	NaN	14.085345	NaN	NaN	-96.217902	0.000067	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.025573	1.103084	0.000000	-1.374311	0.000000	0.022577	0.000000	60.669606	0.000000	-75.587107	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	14.025573	1.135200	0.113520	14.025573	0.571523	0.057152	14.025573	205.642548	15237.762695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.025573	NaN	14.115231	NaN	NaN	-99.459275	-0.000612	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.055459	-2.073439	0.000000	-2.038156	0.000000	-0.025136	0.000000	-114.039150	0.000000	-112.098589	0.000000	55.000000	0.000000	55.000000	0.000000	0.042428	0.000000	0.042428	0.000000	6.341394	0.000000	14.055459	-0.116950	-0.011695	14.055459	-0.102737	-0.010274	14.055459	205.391403	15162.419922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.055459	NaN	14.145117	NaN	NaN	-101.499388	-0.001430	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.085345	-3.027470	0.000000	-1.101987	0.000000	-0.034668	0.000000	-166.510829	0.000000	-60.609270	0.000000	55.000000	0.000000	55.000000	0.000000	2.498265	0.000000	2.498265	0.000000	4.990344	0.000000	14.085345	-0.024438	-0.002444	14.085345	-0.020857	-0.002086	14.085345	205.140259	15087.078125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.085345	NaN	14.175003	NaN	NaN	-101.509082	-0.001390	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.115231	0.612326	0.000000	-0.656655	0.000000	-0.039551	0.000000	33.677940	0.000000	-36.116006	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	4.053356	0.000000	14.115231	-2.478084	-0.247808	14.115231	-2.023822	-0.202382	14.115231	204.889114	15011.733398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.115231	NaN	14.204889	NaN	NaN	-99.143066	-0.000331	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.145117	-0.921623	0.000000	-0.393295	0.000000	-0.015103	0.000000	-50.689282	0.000000	-21.631249	0.000000	55.000000	0.000000	55.000000	0.000000	2.105121	0.000000	2.105121	0.000000	4.702702	0.000000	14.145117	-2.574550	-0.257455	14.145117	-6.516905	-0.651691	14.145117	204.664810	14940.843750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.145117	NaN	14.234774	NaN	NaN	-95.506696	0.000531	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.175003	0.239343	0.000000	-0.969780	0.000000	-0.019968	0.000000	13.163884	0.000000	-53.337901	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.601872	0.000000	14.175003	-2.682836	-0.268284	14.175003	-4.169362	-0.416936	14.175003	204.445465	14870.775391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.175003	NaN	14.264660	NaN	NaN	-90.881269	0.001048	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.204889	-1.472945	0.000000	-0.068865	0.000000	-0.024975	0.000000	-81.011965	0.000000	-3.787568	0.000000	55.000000	0.000000	55.000000	0.000000	7.571516	0.000000	7.571516	0.000000	1.463268	0.000000	14.204889	-0.191259	-0.019126	14.204889	-0.601517	-0.060152	14.204889	204.226120	14800.707031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.204889	NaN	14.294546	NaN	NaN	-85.812006	0.001136	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.234774	2.198943	0.000000	1.015784	0.000000	-0.064304	0.000000	120.941847	0.000000	55.868139	0.000000	55.000000	0.000000	55.000000	0.000000	1.909188	0.000000	1.909188	0.000000	NaN	NaN	14.234774	-0.049213	-0.004921	14.234774	-0.059618	-0.005962	14.234774	204.006775	14730.637695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.234774	NaN	14.324432	NaN	NaN	-81.033444	0.000787	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.264660	2.676930	0.000000	0.334343	0.000000	-0.064315	0.000000	147.231168	0.000000	18.388854	0.000000	55.000000	0.000000	55.000000	0.000000	5.142465	0.000000	5.142465	0.000000	NaN	NaN	14.264660	-0.014216	-0.001422	14.264660	-0.018409	-0.001841	14.264660	203.787430	14660.569336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.264660	NaN	14.354318	NaN	NaN	-76.879958	0.000056	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.294546	5.159182	0.000000	-0.524188	0.000000	-0.049468	0.000000	283.755030	0.000000	-28.830319	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	3.405512	0.000000	14.294546	-1.712932	-0.171293	14.294546	-1.977823	-0.197782	14.294546	203.568085	14590.500977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.294546	NaN	14.384204	NaN	NaN	-74.035243	-0.000900	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14.324432	6.113547	0.000000	-0.195828	0.000000	-0.049660	0.000000	336.245070	0.000000	-10.770521	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	1.979427	0.000000	14.324432	-1.824697	-0.182470	14.324432	-2.863155	-0.286315	14.324432	203.348740	14520.432617	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.324432	NaN	14.414090	NaN	NaN	-72.800199	-0.001524	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
