Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	vol. depol 1064	error	partdepol height	part. depol 355	error	part. depol 1064	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)
6.404684	-0.405613	0.000000	0.300012	0.000000	0.020078	0.000000	-22.308720	0.000000	16.500662	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	3.901302	0.000000	6.404684	0.045824	0.004582	6.404684	0.104975	0.010498	6.404684	260.486481	46336.484375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.404684	NaN	6.494342	NaN	NaN	-60.610458	-0.005361	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.434570	0.641101	0.000000	0.157480	0.000000	0.024885	0.000000	35.260554	0.000000	8.661415	0.000000	55.000000	0.000000	55.000000	0.000000	3.470451	0.000000	3.470451	0.000000	2.661839	0.000000	6.434570	0.015673	0.001567	6.434570	0.117626	0.011763	6.434570	260.304810	46154.808594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.434570	NaN	6.524227	NaN	NaN	-60.547296	-0.005340	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.464456	-0.134851	0.000000	-0.122303	0.000000	0.026756	0.000000	-7.416810	0.000000	-6.726681	0.000000	55.000000	0.000000	55.000000	0.000000	0.241437	0.000000	0.241437	0.000000	NaN	NaN	6.464456	0.115609	0.011561	6.464456	-0.213347	-0.021335	6.464456	260.123138	45973.132812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.464456	NaN	6.554113	NaN	NaN	-60.441050	-0.005329	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.494342	-0.159228	0.000000	-0.242402	0.000000	0.020313	0.000000	-8.757536	0.000000	-13.332089	0.000000	55.000000	0.000000	55.000000	0.000000	-1.038894	0.000000	-1.038894	0.000000	NaN	NaN	6.494342	0.064648	0.006465	6.494342	-0.098961	-0.009896	6.494342	259.941467	45791.457031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.494342	NaN	6.583999	NaN	NaN	-60.406747	-0.005323	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.524228	-0.949678	0.000000	0.095343	0.000000	0.004562	0.000000	-52.232303	0.000000	5.243883	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	4.385432	0.000000	6.524228	0.047579	0.004758	6.524228	-0.063864	-0.006386	6.524228	259.759766	45609.777344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.524228	NaN	6.613885	NaN	NaN	-60.429222	-0.005297	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.554113	-0.092507	0.000000	0.160303	0.000000	-0.001899	0.000000	-5.087894	0.000000	8.816691	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	6.554113	-0.063340	-0.006334	6.554113	-0.120320	-0.012032	6.554113	259.578094	45428.101562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.554113	NaN	6.643771	NaN	NaN	-60.322608	-0.005250	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.583999	-1.088767	0.000000	0.196783	0.000000	0.005026	0.000000	-59.882208	0.000000	10.823041	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.290988	0.000000	6.583999	-0.022133	-0.002213	6.583999	0.551444	0.055144	6.583999	259.396423	45246.421875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.583999	NaN	6.673657	NaN	NaN	-60.103031	-0.005166	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.613885	-1.314457	0.000000	-0.318694	0.000000	0.012937	0.000000	-72.295150	0.000000	-17.528147	0.000000	55.000000	0.000000	55.000000	0.000000	3.502742	0.000000	3.502742	0.000000	NaN	NaN	6.613885	-0.236822	-0.023682	6.613885	-6.931677	-0.693168	6.613885	259.214752	45064.746094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.613885	NaN	6.703543	NaN	NaN	-59.781014	-0.005108	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.643771	-1.359425	0.000000	-0.661602	0.000000	0.002845	0.000000	-74.768392	0.000000	-36.388131	0.000000	55.000000	0.000000	55.000000	0.000000	1.780239	0.000000	1.780239	0.000000	NaN	NaN	6.643771	-0.250046	-0.025005	6.643771	0.016478	0.001648	6.643771	259.033081	44883.070312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.643771	NaN	6.733428	NaN	NaN	-59.465368	-0.005080	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.673657	-0.981140	0.000000	-0.507267	0.000000	-0.007289	0.000000	-53.962716	0.000000	-27.899662	0.000000	55.000000	0.000000	55.000000	0.000000	1.630746	0.000000	1.630746	0.000000	6.120870	0.000000	6.673657	-0.232156	-0.023216	6.673657	-0.080415	-0.008042	6.673657	258.851379	44701.390625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.673657	NaN	6.763314	NaN	NaN	-59.215513	-0.005072	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.703542	-1.218490	0.000000	-0.554296	0.000000	-0.020932	0.000000	-67.016952	0.000000	-30.486280	0.000000	55.000000	0.000000	55.000000	0.000000	1.947142	0.000000	1.947142	0.000000	4.726877	0.000000	6.703542	0.186987	0.018699	6.703542	1.178098	0.117810	6.703542	258.672638	44533.269531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.703542	NaN	6.793200	NaN	NaN	-58.983970	-0.005094	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.733428	-1.311925	0.000000	-0.115047	0.000000	-0.024968	0.000000	-72.155890	0.000000	-6.327595	0.000000	55.000000	0.000000	55.000000	0.000000	6.016697	0.000000	6.016697	0.000000	2.204046	0.000000	6.733428	0.233119	0.023312	6.733428	0.032324	0.003232	6.733428	258.493896	44365.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.733428	NaN	6.823086	NaN	NaN	-58.858184	-0.005115	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.763314	-1.101520	0.000000	-0.396000	0.000000	-0.035686	0.000000	-60.583594	0.000000	-21.779991	0.000000	55.000000	0.000000	55.000000	0.000000	2.528968	0.000000	2.528968	0.000000	3.472089	0.000000	6.763314	0.322853	0.032285	6.763314	-65.769251	-6.576925	6.763314	258.315155	44197.234375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.763314	NaN	6.852972	NaN	NaN	-58.894035	-0.005079	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.793200	0.873840	0.000000	-0.140697	0.000000	-0.017413	0.000000	48.061180	0.000000	-7.738320	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	3.014382	0.000000	6.793200	0.055868	0.005587	6.793200	-0.012658	-0.001266	6.793200	258.136383	44029.214844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.793200	NaN	6.882858	NaN	NaN	-59.147939	-0.005044	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.823086	1.037889	0.000000	-0.109118	0.000000	-0.003495	0.000000	57.083885	0.000000	-6.001506	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	4.964262	0.000000	6.823086	0.045823	0.004582	6.823086	-0.175743	-0.017574	6.823086	257.957642	43861.195312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.823086	NaN	6.912743	NaN	NaN	-59.461413	-0.005026	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.852972	0.472141	0.000000	0.278759	0.000000	0.015010	0.000000	25.967745	0.000000	15.331746	0.000000	55.000000	0.000000	55.000000	0.000000	1.302586	0.000000	1.302586	0.000000	4.214992	0.000000	6.852972	-0.063986	-0.006399	6.852972	-0.190792	-0.019079	6.852972	257.778900	43693.175781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.852972	NaN	6.942629	NaN	NaN	-59.753843	-0.005008	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.882858	-0.962799	0.000000	0.497405	0.000000	0.023840	0.000000	-52.953944	0.000000	27.357288	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	4.382944	0.000000	6.882858	-0.021548	-0.002155	6.882858	-0.051796	-0.005180	6.882858	257.600159	43525.160156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.882858	NaN	6.972515	NaN	NaN	-60.057332	-0.004990	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.912743	-0.867437	0.000000	0.500808	0.000000	0.024487	0.000000	-47.709045	0.000000	27.544413	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	4.354183	0.000000	6.912743	-0.036182	-0.003618	6.912743	-0.087363	-0.008736	6.912743	257.421417	43357.140625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.912743	NaN	7.002401	NaN	NaN	-62.887436	-0.003559	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.942629	-0.505169	0.000000	0.025634	0.000000	0.041616	0.000000	-27.784315	0.000000	1.409874	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	-0.699089	0.000000	6.942629	-0.779550	-0.077955	6.942629	-0.918503	-0.091850	6.942629	257.242676	43189.121094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.942629	NaN	7.032287	NaN	NaN	-67.852638	-0.002243	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.972515	-0.116420	0.000000	-0.380262	0.000000	0.030703	0.000000	-6.403093	0.000000	-20.914393	0.000000	55.000000	0.000000	55.000000	0.000000	-2.926035	0.000000	-2.926035	0.000000	NaN	NaN	6.972515	1.222488	0.122249	6.972515	0.055564	0.005556	6.972515	257.063934	43021.101562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.972515	NaN	7.062173	NaN	NaN	-74.327757	-0.001317	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.002401	-0.703773	0.000000	-0.260903	0.000000	0.032556	0.000000	-38.707506	0.000000	-14.349678	0.000000	55.000000	0.000000	55.000000	0.000000	2.453011	0.000000	2.453011	0.000000	NaN	NaN	7.002401	1.236478	0.123648	7.002401	-0.040609	-0.004061	7.002401	256.885193	42853.085937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.002401	NaN	7.092058	NaN	NaN	-81.538651	-0.000938	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.032287	0.180643	0.000000	0.399258	0.000000	0.011901	0.000000	9.935358	0.000000	21.959186	0.000000	55.000000	0.000000	55.000000	0.000000	-1.960532	0.000000	-1.960532	0.000000	5.068114	0.000000	7.032287	1.999796	0.199980	7.032287	-3.772668	-0.377267	7.032287	256.706451	42685.066406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.032287	NaN	7.121944	NaN	NaN	-88.777357	-0.001161	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.062173	-0.061673	0.000000	0.902142	0.000000	0.013776	0.000000	-3.392029	0.000000	49.617798	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	6.033115	0.000000	7.062173	0.029622	0.002962	7.062173	0.045267	0.004527	7.062173	256.527710	42517.050781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.062173	NaN	7.151830	NaN	NaN	-95.444243	-0.001948	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.092059	1.481406	0.000000	0.707912	0.000000	0.014466	0.000000	81.477333	0.000000	38.935135	0.000000	55.000000	0.000000	55.000000	0.000000	1.825416	0.000000	1.825416	0.000000	5.612809	0.000000	7.092059	0.027160	0.002716	7.092059	0.046929	0.004693	7.092059	256.348969	42349.027344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.092059	NaN	7.181716	NaN	NaN	-100.742005	-0.003174	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.121944	1.199848	0.000000	0.073748	0.000000	0.012525	0.000000	65.991630	0.000000	4.056151	0.000000	55.000000	0.000000	55.000000	0.000000	6.895219	0.000000	6.895219	0.000000	2.557774	0.000000	7.121944	-0.142080	-0.014208	7.121944	-0.557541	-0.055754	7.121944	256.170227	42181.011719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.121944	NaN	7.211602	NaN	NaN	-102.027958	-0.003894	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.151830	1.747786	0.000000	-0.183862	0.000000	0.003224	0.000000	96.128213	0.000000	-10.112397	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	7.151830	-0.148442	-0.014844	7.151830	0.003745	0.000374	7.151830	255.991486	42012.992187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.151830	NaN	7.241488	NaN	NaN	-98.729754	-0.002784	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.181716	-0.494658	0.000000	-0.232175	0.000000	0.002660	0.000000	-27.206200	0.000000	-12.769603	0.000000	55.000000	0.000000	55.000000	0.000000	1.869788	0.000000	1.869788	0.000000	NaN	NaN	7.181716	-0.149337	-0.014934	7.181716	-0.693683	-0.069368	7.181716	255.812744	41844.972656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.181716	NaN	7.271374	NaN	NaN	-93.837756	-0.001990	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.211602	-1.148044	0.000000	0.339266	0.000000	0.003138	0.000000	-63.142438	0.000000	18.659638	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	6.756558	0.000000	7.211602	0.012610	0.001261	7.211602	-0.128624	-0.012862	7.211602	255.634003	41676.957031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.211602	NaN	7.301259	NaN	NaN	-88.277670	-0.001643	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.241488	-1.643975	0.000000	0.009187	0.000000	0.006148	0.000000	-90.418628	0.000000	0.505276	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	0.579440	0.000000	7.241488	-0.017877	-0.001788	7.241488	-0.033957	-0.003396	7.241488	255.455246	41508.937500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.241488	NaN	7.331145	NaN	NaN	-82.641350	-0.001793	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.271374	0.288868	0.000000	0.053011	0.000000	-0.002221	0.000000	15.887747	0.000000	2.915624	0.000000	55.000000	0.000000	55.000000	0.000000	4.191240	0.000000	4.191240	0.000000	NaN	NaN	7.271374	-0.025993	-0.002599	7.271374	-0.002207	-0.000221	7.271374	255.276505	41340.917969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.271374	NaN	7.361031	NaN	NaN	-77.520490	-0.002416	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.301259	0.712215	0.000000	0.010747	0.000000	0.003470	0.000000	39.171831	0.000000	0.591082	0.000000	55.000000	0.000000	55.000000	0.000000	10.367102	0.000000	10.367102	0.000000	1.630951	0.000000	7.301259	-0.024868	-0.002487	7.301259	-0.196701	-0.019670	7.301259	255.097763	41172.898437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.301259	NaN	7.390917	NaN	NaN	-73.507204	-0.003405	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.331145	-0.346232	0.000000	0.638051	0.000000	0.017117	0.000000	-19.042735	0.000000	35.092800	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.220193	0.000000	7.331145	0.028073	0.002807	7.331145	0.047531	0.004753	7.331145	254.919022	41004.882812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.331145	NaN	7.420803	NaN	NaN	-71.155661	-0.004616	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.361031	-0.783887	0.000000	0.734602	0.000000	0.016249	0.000000	-43.113792	0.000000	40.403129	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.498547	0.000000	7.361031	0.059238	0.005924	7.361031	0.102884	0.010288	7.361031	254.740280	40836.863281	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.361031	NaN	7.450689	NaN	NaN	-71.101211	-0.004611	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.390917	-0.747541	0.000000	0.421502	0.000000	0.016868	0.000000	-41.114754	0.000000	23.182586	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	4.643173	0.000000	7.390917	0.054962	0.005496	7.390917	0.158064	0.015806	7.390917	254.561539	40668.843750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.390917	NaN	7.480574	NaN	NaN	-71.404920	-0.004603	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.420803	-0.444685	0.000000	0.415574	0.000000	0.001571	0.000000	-24.457697	0.000000	22.856554	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	8.047288	0.000000	7.420803	0.060477	0.006048	7.420803	-0.288036	-0.028804	7.420803	254.382797	40500.824219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.420803	NaN	7.510460	NaN	NaN	-71.381357	-0.004590	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.450688	0.019662	0.000000	0.177658	0.000000	0.001997	0.000000	1.081430	0.000000	9.771183	0.000000	55.000000	0.000000	55.000000	0.000000	-5.441319	0.000000	-5.441319	0.000000	6.475107	0.000000	7.450688	0.261342	0.026134	7.450688	0.556165	0.055616	7.450688	254.204056	40332.808594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.450688	NaN	7.540346	NaN	NaN	-71.183885	-0.004494	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.480574	-0.111233	0.000000	0.743599	0.000000	-0.004217	0.000000	-6.117831	0.000000	40.897970	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	7.480574	0.264703	0.026470	7.480574	-0.184788	-0.018479	7.480574	254.025314	40164.789062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.480574	NaN	7.570232	NaN	NaN	-70.808483	-0.004407	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.510460	2.656745	0.000000	0.058923	0.000000	-0.002381	0.000000	146.120950	0.000000	3.240760	0.000000	55.000000	0.000000	55.000000	0.000000	9.415043	0.000000	9.415043	0.000000	NaN	NaN	7.510460	0.412697	0.041270	7.510460	0.708289	0.070829	7.510460	253.846893	39996.894531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.510460	NaN	7.600118	NaN	NaN	-70.331401	-0.004365	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.540346	2.426137	0.000000	0.206091	0.000000	0.002211	0.000000	133.437538	0.000000	11.335007	0.000000	55.000000	0.000000	55.000000	0.000000	6.095379	0.000000	6.095379	0.000000	6.542163	0.000000	7.540346	0.180626	0.018063	7.540346	0.066028	0.006603	7.540346	253.685349	39835.347656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.540346	NaN	7.630004	NaN	NaN	-69.907076	-0.004377	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.570232	2.551154	0.000000	0.033726	0.000000	0.001272	0.000000	140.313494	0.000000	1.854906	0.000000	55.000000	0.000000	55.000000	0.000000	10.694117	0.000000	10.694117	0.000000	4.728958	0.000000	7.570232	0.148710	0.014871	7.570232	6.129747	0.612975	7.570232	253.540131	39676.402344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.570232	NaN	7.659889	NaN	NaN	-69.535015	-0.004433	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.600118	0.349589	0.000000	0.373564	0.000000	-0.008111	0.000000	19.227407	0.000000	20.546012	0.000000	55.000000	0.000000	55.000000	0.000000	-0.163970	0.000000	-0.163970	0.000000	NaN	NaN	7.600118	-0.057786	-0.005779	7.600118	-0.093117	-0.009312	7.600118	253.399490	39518.183594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.600118	NaN	7.689775	NaN	NaN	-69.331893	-0.004488	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.630004	-0.016762	0.000000	0.185003	0.000000	-0.013271	0.000000	-0.921934	0.000000	10.175138	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	7.630004	-0.039196	-0.003920	7.630004	0.385508	0.038551	7.630004	253.258865	39359.964844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.630004	NaN	7.719661	NaN	NaN	-69.376228	-0.004452	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.659889	0.858153	0.000000	-0.184196	0.000000	-0.005676	0.000000	47.198402	0.000000	-10.130772	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	5.020228	0.000000	7.659889	-0.030695	-0.003070	7.659889	0.024863	0.002486	7.659889	253.118225	39201.746094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.659889	NaN	7.749547	NaN	NaN	-69.668891	-0.004433	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.689775	1.756192	0.000000	0.010918	0.000000	0.014807	0.000000	96.590555	0.000000	0.600499	0.000000	55.000000	0.000000	55.000000	0.000000	12.559092	0.000000	12.559092	0.000000	-0.439580	0.000000	7.689775	-0.012707	-0.001271	7.689775	-1.742635	-0.174264	7.689775	252.977585	39043.527344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.689775	NaN	7.779433	NaN	NaN	-69.974027	-0.004414	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.719661	1.842044	0.000000	0.272968	0.000000	0.016657	0.000000	101.312428	0.000000	15.013257	0.000000	55.000000	0.000000	55.000000	0.000000	4.719788	0.000000	4.719788	0.000000	4.034529	0.000000	7.719661	-0.035784	-0.003578	7.719661	-0.087492	-0.008749	7.719661	252.836502	38886.210937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.719661	NaN	7.809319	NaN	NaN	-70.291901	-0.004394	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.749547	0.939356	0.000000	0.281287	0.000000	0.004049	0.000000	51.664573	0.000000	15.470790	0.000000	55.000000	0.000000	55.000000	0.000000	2.980821	0.000000	2.980821	0.000000	6.118452	0.000000	7.749547	0.045597	0.004560	7.749547	0.136491	0.013649	7.749547	252.691177	38737.730469	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.749547	NaN	7.839204	NaN	NaN	-70.622709	-0.004375	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.779433	-1.190879	0.000000	0.280238	0.000000	-0.005570	0.000000	-65.498333	0.000000	15.413108	0.000000	55.000000	0.000000	55.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	7.779433	0.048971	0.004897	7.779433	-3.206855	-0.320686	7.779433	252.545868	38589.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.779433	NaN	7.869090	NaN	NaN	-70.966563	-0.004356	0.000000	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
